shapeid,FID_1,ID,NAME,NB_LANES,SPEED,FNODE,TNODE,LinkCat,DIRECTION,CAPACITY,LENGTH,ctps_ID,FID_2,ID2,LENGTH_1,DIR,IN_MODEL,IN_MPO,BIKE_FLAG,ANODE,BNODE,A_TO_B_INB,OD_TOLL,STREETNAME,ROUTENUMBE,LRTP_PROJE,PROJECT_CA,PROJECT_YE,SCEN_00,SCEN_00_FU,SCEN_00_TR,SCEN_00_FI,SCEN_00_F1,SCEN_00_F2,SCEN_00_F3,SCEN_00_PN,SCEN_00_SP,SCEN_00_LA,SCEN_00_AB,SCEN_00_BA,SCEN_00_A1,SCEN_00_B1,SCEN_00_A2,SCEN_00_B2,SCEN_00_A3,SCEN_00_B3,SCEN_00_A4,SCEN_00_B4,SCEN_00_A5,SCEN_00_B5,SCEN_00_A6,SCEN_00_B6,SCEN_00_A7,SCEN_00_B7,SCEN_00_A8,SCEN_00_B8,SCEN_00_A9,SCEN_00_B9,SCEN_00_10,SCEN_00_11,SCEN_00_12,SCEN_00_13,AB_AM_CNT,BA_AM_CNT,AB_MD_CNT,BA_MD_CNT,AB_PM_CNT,BA_PM_CNT,AB_NT_CNT,BA_NT_CNT,AB_DLY_CNT,BA_DLY_CNT,AB_PEAK_CN,BA_PEAK_CN,AB_OFFPEAK,BA_OFFPEAK,AB_AMCAPAC,BA_AMCAPAC,AB_MDCAPAC,BA_MDCAPAC,AB_PMCAPAC,BA_PMCAPAC,AB_NTCAPAC,BA_NTCAPAC,COUNT_YEAR,EXPWY_COUN,EXPWY_SEGM,EXPWY2_SEG,TOTAL_AM,TOTAL_PM,TOTAL_DLY,SPEED_SCAL,MAX_VC,MEDIAN,TRUCK_EXCL,ACCESSCONT,DIVIDER1,PNR_PARKIN,I_93,I_90,I_95,RTE_128,LOGAN_ARRI,LOGAN_DEPA,ALPHA,BETA,MODEL_FUNC,ROUTESYSTE,ROADINVENT,ROADSEGMEN,SC_SEQUENC,GC,PEV,PEVSW,TRRT2STA,PEVMEASURE,SWM_FUNCTI,MODE,WALKTIME,BIKETIME,AB_AM_FFTI,BA_AM_FFTI,AB_MD_FFTI,BA_MD_FFTI,AB_PM_FFTI,BA_PM_FFTI,AB_NT_FFTI,BA_NT_FFTI,AB_AM_FFSP,BA_AM_FFSP,AB_MD_FFSP,BA_MD_FFSP,AB_PM_FFSP,BA_PM_FFSP,AB_NT_FFSP,BA_NT_FFSP,AB_AM_IVTT,BA_AM_IVTT,AB_MD_IVTT,BA_MD_IVTT,AB_PM_IVTT,BA_PM_IVTT,AB_NT_IVTT,BA_NT_IVTT,AB_AM_CONG,BA_AM_CONG,AB_MD_CONG,BA_MD_CONG,AB_PM_CONG,BA_PM_CONG,AB_NT_CONG,BA_NT_CONG,mg_class,MG_RDType,linkcat,NEW_ID_1,NAME_1,NB_LANES_1,SPEED_1,FNODE_1,TNODE_1,CATEGORY_1,DIRECTIO_1,CAPACITY_1,ctps_ID_1,a_text,b_text,ab_text,FID_12,LENGTH_12,a_text_1,b_text_1,ab_text_1,ba_text
227,50247,138682,DORCHESTER AVENUE,1,45,54065,54064,B,2,600,11.8186,58578,0,59396,11.8186,0,1,1,0,54064,54065,0,0,DORCHESTER AVENUE,N113,NULL,NULL,0,1,3,0,0.46991,0,0,0.01,0,28,600,1,1,1,1,1,1,1,1,0.055015,0.05042,0.05154,0.051103,0.051248,0.056739,0.050348,0.050352,0.055095,0.050482,0.051216,0.051038,0.051135,0.057287,0.050348,0.050354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,2850,2850,1500,1500,4200,4200,0,0,NULL,NULL,1745.31616,1682.81344,7111,1,1.136474,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,3,0,5398401,53984,0,2,0,0,0,0,3,70,0.46991,0.01,0.050348,0.050348,0.050348,0.050348,0.050348,0.050348,0.050348,0.050348,32,32,32,32,32,32,32,32,0.061128,0.056022,0.057267,0.056781,0.056942,0.063043,0.055942,0.055947,0.055015,0.05042,0.05154,0.051103,0.051248,0.056739,0.050348,0.050352,4,4,B,138681,DORCHESTER AVENUE,1,45,54065,54064,B,2,600,58578,54065,54064,54065/54064,58578,0.023496,54064,54065,54064/54065,54065/54064
228,48664,64543,ADAMS STREET,1,60,52364,52365,B,0,825,20.253,56361,0,57144,20.253,0,1,1,0,52364,52365,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,0.359575,0,0,0.071915,0,37,825,1,1,1,1,1,1,1,1,0.029188,0.0317,0.029217,0.029312,0.029887,0.02921,0.029175,0.029183,0.029189,0.030372,0.029205,0.029308,0.02949,0.029247,0.029175,0.029181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.199575,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25073300,250733,0,3,0,0,0,0,5,70,0.359575,0.071915,0.029155,0.029155,0.029155,0.029155,0.029155,0.029155,0.029155,0.029155,37,37,37,37,37,37,37,37,0.036485,0.039625,0.036521,0.03664,0.037359,0.036512,0.036469,0.036479,0.029188,0.0317,0.029217,0.029312,0.029887,0.02921,0.029175,0.029183,4,4,B,64542,ADAMS STREET,1,60,52364,52365,B,0,825,56361,52364,52365,52364/52365,56361,0.017979,52364,52365,52364/52365,52365/52364
229,50227,66106,RIVER STREET,1,56,54498,54499,B,0,825,23.9133,58515,0,59333,23.9133,0,1,1,0,54498,54499,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.424558,0,0,0.084912,0,35,825,1,1,1,1,1,1,1,1,0.041935,0.042471,0.040552,0.04447,0.039924,0.052811,0.03678,0.039411,0.04184,0.043775,0.039884,0.043257,0.039838,0.054833,0.036771,0.039418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5020200,50202,0,3,0,0,0,0,5,70,0.424558,0.084912,0.036391,0.036391,0.036391,0.036391,0.036391,0.036391,0.036391,0.036391,35,35,35,35,35,35,35,35,0.052419,0.053089,0.05069,0.055587,0.049905,0.066014,0.045975,0.049264,0.041935,0.042471,0.040552,0.04447,0.039924,0.052811,0.03678,0.039411,4,4,B,66105,RIVER STREET,1,56,54498,54499,B,0,825,58515,54498,54499,54498/54499,58515,0.021228,54498,54499,54498/54499,54499/54498
230,53894,142329,DORCHESTER AVENUE,1,45,54812,54811,B,2,600,100.651,63372,0,64282,100.651,0,1,1,0,54811,54812,0,0,DORCHESTER AVENUE,N113,NULL,NULL,0,1,3,0,1.574252,0,0,0.01,0,28,600,1,1,1,1,1,1,1,1,0.184306,0.168911,0.172665,0.171201,0.171686,0.190084,0.168671,0.168684,0.184576,0.169121,0.171578,0.170984,0.171307,0.191916,0.168671,0.16869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,2850,2850,1500,1500,4200,4200,0,0,NULL,NULL,1745.31616,1682.81344,7111,1,1.136474,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,3,0,5194800,51948,0,2,0,0,0,0,3,70,1.574252,0.01,0.16867,0.16867,0.16867,0.16867,0.16867,0.16867,0.16867,0.16867,32,32,32,32,32,32,32,32,0.204784,0.187679,0.19185,0.190223,0.190762,0.211204,0.187412,0.187427,0.184306,0.168911,0.172665,0.171201,0.171686,0.190084,0.168671,0.168684,4,4,B,142328,DORCHESTER AVENUE,1,45,54812,54811,B,2,600,63372,54812,54811,54812/54811,63372,0.078713,54811,54812,54811/54812,54812/54811
231,50248,138683,DORCHESTER AVENUE,1,45,54066,54065,B,2,600,46.5,58579,0,59397,46.5,0,1,1,0,54065,54066,0,0,DORCHESTER AVENUE,N113,NULL,NULL,0,1,3,0,0.901539,0,0,0.01,0,28,600,1,1,1,1,1,1,1,1,0.105548,0.096732,0.098881,0.098043,0.09832,0.108857,0.096594,0.096602,0.105702,0.096852,0.098259,0.097919,0.098104,0.109906,0.096594,0.096605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,2850,2850,1500,1500,4200,4200,0,0,NULL,NULL,1745.31616,1682.81344,7111,1,1.136474,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,3,0,5398500,53985,0,2,0,0,0,0,3,70,0.901539,0.01,0.096593,0.096593,0.096593,0.096593,0.096593,0.096593,0.096593,0.096593,32,32,32,32,32,32,32,32,0.117276,0.10748,0.109868,0.108937,0.109244,0.120952,0.107327,0.107336,0.105548,0.096732,0.098881,0.098043,0.09832,0.108857,0.096594,0.096602,4,4,B,138682,DORCHESTER AVENUE,1,45,54066,54065,B,2,600,58579,54066,54065,54066/54065,58579,0.045077,54065,54066,54065/54066,54066/54065
232,48665,64544,ADAMS STREET,1,60,52272,52269,B,0,825,224.135,56362,0,57145,224.135,0,1,1,0,52272,52269,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,3.105346,0,0,0.621069,0,37,825,1,1,1,1,1,1,1,1,0.252073,0.273762,0.252322,0.253139,0.258113,0.252259,0.25196,0.252031,0.252083,0.262302,0.252219,0.253106,0.254677,0.252582,0.251962,0.252016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.090523,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25066300,250663,0,3,0,0,0,0,5,70,3.105346,0.621069,0.251785,0.251785,0.251785,0.251785,0.251785,0.251785,0.251785,0.251785,37,37,37,37,37,37,37,37,0.315091,0.342202,0.315402,0.316424,0.322641,0.315324,0.31495,0.315039,0.252073,0.273762,0.252322,0.253139,0.258113,0.252259,0.25196,0.252031,4,4,B,64543,ADAMS STREET,1,60,52272,52269,B,0,825,56362,52272,52269,52272/52269,56362,0.155267,52272,52269,52272/52269,52269/52272
233,50228,66107,RIVER STREET,1,56,54502,54503,B,0,825,22.2068,58516,0,59334,22.2068,0,1,1,0,54502,54503,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.399128,0,0,0.079826,0,35,825,1,1,1,1,1,1,1,1,0.039423,0.039927,0.038123,0.041806,0.037532,0.049647,0.034577,0.03705,0.039334,0.041153,0.037495,0.040666,0.037452,0.051549,0.034569,0.037057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5018600,50186,0,3,0,0,0,0,5,70,0.399128,0.079826,0.034211,0.034211,0.034211,0.034211,0.034211,0.034211,0.034211,0.034211,35,35,35,35,35,35,35,35,0.049279,0.049909,0.047654,0.052257,0.046915,0.062059,0.043221,0.046313,0.039423,0.039927,0.038123,0.041806,0.037532,0.049647,0.034577,0.03705,4,4,B,66106,RIVER STREET,1,56,54502,54503,B,0,825,58516,54502,54503,54502/54503,58516,0.019956,54502,54503,54502/54503,54503/54502
234,53895,142330,DORCHESTER AVENUE,1,45,54811,54074,B,2,600,119.872,63373,0,64283,119.872,0,1,1,0,54074,54811,0,0,DORCHESTER AVENUE,N113,NULL,NULL,0,1,3,0,1.812608,0,0,0.01,0,28,600,1,1,1,1,1,1,1,1,0.212212,0.194486,0.198808,0.197122,0.19768,0.218864,0.194209,0.194225,0.212522,0.194727,0.197556,0.196872,0.197245,0.220974,0.194209,0.194232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,2850,2850,1500,1500,4200,4200,0,0,NULL,NULL,1745.31616,1682.81344,7111,1,1.136474,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,3,0,4992000,49920,0,2,0,0,0,0,3,70,1.812608,0.01,0.194208,0.194208,0.194208,0.194208,0.194208,0.194208,0.194208,0.194208,32,32,32,32,32,32,32,32,0.235791,0.216096,0.220898,0.219024,0.219644,0.243182,0.215788,0.215806,0.212212,0.194486,0.198808,0.197122,0.19768,0.218864,0.194209,0.194225,4,4,B,142329,DORCHESTER AVENUE,1,45,54811,54074,B,2,600,63373,54811,54074,54811/54074,63373,0.09063,54074,54811,54074/54811,54811/54074
235,50249,138684,ADAMS STREET,1,40,54938,54068,B,2,750,160.735,58580,0,59398,160.735,0,1,1,0,54068,54938,0,0,ADAMS STREET,BSR0504,NULL,NULL,0,1,5,0,2.321462,0,0,0.01,0,25,750,1,1,1,1,1,1,1,1,0.278576,0.278575,0.278575,0.278575,0.278575,0.278577,0.278575,0.278575,0.278575,0.278575,0.278575,0.278575,0.278575,0.278575,0.278575,0.278575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,1875,3562.5,3562.5,1875,1875,5250,5250,0,0,NULL,NULL,41.233499,52.059998,133,1,0.821425,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,5,0,5695800,56958,0,2,0,0,0,0,5,70,2.321462,0.01,0.278575,0.278575,0.278575,0.278575,0.278575,0.278575,0.278575,0.278575,25,25,25,25,25,25,25,25,0.34822,0.348219,0.348219,0.348219,0.348219,0.348221,0.348219,0.348219,0.278576,0.278575,0.278575,0.278575,0.278575,0.278577,0.278575,0.278575,4,4,B,138683,ADAMS STREET,1,40,54938,54068,B,2,750,58580,54938,54068,54938/54068,58580,0.116073,54068,54938,54068/54938,54938/54068
236,48666,64545,ADAMS STREET,1,60,52365,53792,B,0,825,55.44,56363,0,57146,55.44,0,1,1,0,52365,53792,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,1.00807,0,0,0.201614,0,37,825,1,1,1,1,1,1,1,1,0.081829,0.08887,0.08191,0.082175,0.08379,0.081889,0.081792,0.081815,0.081832,0.08515,0.081876,0.082164,0.082674,0.081994,0.081793,0.08181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.144548,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25075200,250752,0,3,0,0,0,0,5,70,1.00807,0.201614,0.081735,0.081735,0.081735,0.081735,0.081735,0.081735,0.081735,0.081735,37,37,37,37,37,37,37,37,0.102286,0.111088,0.102387,0.102719,0.104738,0.102361,0.10224,0.102269,0.081829,0.08887,0.08191,0.082175,0.08379,0.081889,0.081792,0.081815,4,4,B,64544,ADAMS STREET,1,60,52365,53792,B,0,825,56363,52365,53792,52365/53792,56363,0.050404,52365,53792,52365/53792,53792/52365
237,50229,66108,RIVER STREET,1,56,53940,53941,B,0,825,52.695,58517,0,59335,52.695,0,1,1,0,53940,53941,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.974547,0,0,0.194909,0,35,825,1,1,1,1,1,1,1,1,0.085913,0.104769,0.089818,0.095298,0.097622,0.085495,0.084499,0.088484,0.086169,0.110722,0.088468,0.093433,0.098066,0.087955,0.084479,0.088494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1588.02597,1986.52666,11164,1,0.900766,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5019400,50194,0,3,0,0,0,0,5,70,0.974547,0.194909,0.083533,0.083533,0.083533,0.083533,0.083533,0.083533,0.083533,0.083533,35,35,35,35,35,35,35,35,0.107391,0.130961,0.112272,0.119122,0.122028,0.106869,0.105624,0.110605,0.085913,0.104769,0.089818,0.095298,0.097622,0.085495,0.084499,0.088484,4,4,B,66107,RIVER STREET,1,56,53940,53941,B,0,825,58517,53940,53941,53940/53941,58517,0.048727,53940,53941,53940/53941,53941/53940
238,53896,142331,DORCHESTER AVENUE,1,45,54074,54069,B,2,600,79.0777,63374,0,64284,79.0777,0,1,1,0,54069,54074,0,0,DORCHESTER AVENUE,N113,NULL,NULL,0,1,3,0,1.306229,0,0,0.01,0,28,600,1,1,1,1,1,1,1,1,0.152927,0.140153,0.143268,0.142053,0.142455,0.157721,0.139954,0.139965,0.153151,0.140327,0.142366,0.141873,0.142142,0.159242,0.139954,0.13997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,2850,2850,1500,1500,4200,4200,0,0,NULL,NULL,1745.31616,1682.81344,7111,1,1.136474,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,3,0,4998200,49982,0,2,0,0,0,0,3,70,1.306229,0.01,0.139953,0.139953,0.139953,0.139953,0.139953,0.139953,0.139953,0.139953,32,32,32,32,32,32,32,32,0.169919,0.155726,0.159187,0.157837,0.158283,0.175246,0.155504,0.155517,0.152927,0.140153,0.143268,0.142053,0.142455,0.157721,0.139954,0.139965,4,4,B,142330,DORCHESTER AVENUE,1,45,54074,54069,B,2,600,63374,54074,54069,54074/54069,63374,0.065311,54069,54074,54069/54074,54074/54069
239,50250,138685,ADAMS STREET,1,40,54067,54063,B,2,750,109.5,58581,0,59399,109.5,0,1,1,0,54063,54067,0,0,ADAMS STREET,BSR0504,NULL,NULL,0,1,5,0,1.688915,0,0,0.01,0,25,750,1,1,1,1,1,1,1,1,0.202671,0.20267,0.20267,0.20267,0.20267,0.202671,0.20267,0.20267,0.20267,0.20267,0.20267,0.20267,0.20267,0.20267,0.20267,0.20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,1875,3562.5,3562.5,1875,1875,5250,5250,0,0,NULL,NULL,41.233499,52.059998,133,1,0.821425,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,5,0,5014700,50147,0,2,0,0,0,0,5,70,1.688915,0.01,0.20267,0.20267,0.20267,0.20267,0.20267,0.20267,0.20267,0.20267,25,25,25,25,25,25,25,25,0.253339,0.253337,0.253337,0.253337,0.253337,0.253339,0.253337,0.253337,0.202671,0.20267,0.20267,0.20267,0.20267,0.202671,0.20267,0.20267,4,4,B,138684,ADAMS STREET,1,40,54067,54063,B,2,750,58581,54067,54063,54067/54063,58581,0.084446,54063,54067,54063/54067,54067/54063
240,48667,64546,ADAMS STREET,1,60,52358,52359,B,0,825,36.6631,56364,0,57147,36.6631,0,1,1,0,52358,52359,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,0.775406,0,0,0.155081,0,37,825,1,1,1,1,1,1,1,1,0.062943,0.068359,0.063005,0.063209,0.064451,0.062989,0.062915,0.062932,0.062945,0.065497,0.062979,0.063201,0.063593,0.06307,0.062915,0.062928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.144548,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25080400,250804,0,3,0,0,0,0,5,70,0.775406,0.155081,0.062871,0.062871,0.062871,0.062871,0.062871,0.062871,0.062871,0.062871,37,37,37,37,37,37,37,37,0.078679,0.085449,0.078756,0.079011,0.080564,0.078736,0.078644,0.078665,0.062943,0.068359,0.063005,0.063209,0.064451,0.062989,0.062915,0.062932,4,4,B,64545,ADAMS STREET,1,60,52358,52359,B,0,825,56364,52358,52359,52358/52359,56364,0.03877,52358,52359,52358/52359,52359/52358
241,50230,66109,RIVER STREET,1,56,46603,46602,B,0,825,12.2186,58518,0,59336,12.2186,0,1,1,0,46603,46602,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.216932,0,0,0.043386,0,35,825,1,1,1,1,1,1,1,1,0.019124,0.023321,0.019993,0.021213,0.02173,0.019031,0.018809,0.019696,0.019181,0.024646,0.019693,0.020798,0.021829,0.019579,0.018805,0.019698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1588.02597,1986.52666,11164,1,0.900766,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5114200,51142,0,3,0,0,0,0,5,70,0.216932,0.043386,0.018594,0.018594,0.018594,0.018594,0.018594,0.018594,0.018594,0.018594,35,35,35,35,35,35,35,35,0.023905,0.029151,0.024991,0.026516,0.027162,0.023789,0.023511,0.02462,0.019124,0.023321,0.019993,0.021213,0.02173,0.019031,0.018809,0.019696,4,4,B,66108,RIVER STREET,1,56,46603,46602,B,0,825,58518,46603,46602,46603/46602,58518,0.010847,46603,46602,46603/46602,46602/46603
242,50251,138686,ADAMS STREET,1,40,54068,54067,B,2,750,17.5953,58582,0,59400,17.5953,0,1,1,0,54067,54068,0,0,ADAMS STREET,BSR0504,NULL,NULL,0,1,5,0,0.312389,0,0,0.01,0,25,750,1,1,1,1,1,1,1,1,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,1875,3562.5,3562.5,1875,1875,5250,5250,0,0,NULL,NULL,41.233499,52.059998,133,1,0.821425,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,5,0,5695700,56957,0,2,0,0,0,0,5,70,0.312389,0.01,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,25,25,25,25,25,25,25,25,0.046859,0.046859,0.046859,0.046859,0.046859,0.046859,0.046859,0.046859,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,4,4,B,138685,ADAMS STREET,1,40,54068,54067,B,2,750,58582,54068,54067,54068/54067,58582,0.015619,54067,54068,54067/54068,54068/54067
243,48668,64547,ADAMS STREET,1,56,52360,52362,B,0,825,24.7894,56365,0,57148,24.7894,0,1,1,0,52360,52362,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,0.445383,0,0,0.089077,0,35,825,1,1,1,1,1,1,1,1,0.038219,0.041508,0.038257,0.038381,0.039135,0.038248,0.038202,0.038213,0.038221,0.03977,0.038241,0.038376,0.038614,0.038297,0.038202,0.038211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.144548,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25083301,250833,0,3,0,0,0,0,5,70,0.445383,0.089077,0.038176,0.038176,0.038176,0.038176,0.038176,0.038176,0.038176,0.038176,35,35,35,35,35,35,35,35,0.047774,0.051885,0.047821,0.047976,0.048919,0.04781,0.047752,0.047766,0.038219,0.041508,0.038257,0.038381,0.039135,0.038248,0.038202,0.038213,4,4,B,64546,ADAMS STREET,1,56,52360,52362,B,0,825,56365,52360,52362,52360/52362,56365,0.022269,52360,52362,52360/52362,52362/52360
244,50231,66110,RIVER STREET,1,56,53939,53940,B,0,825,28.5312,58519,0,59337,28.5312,0,1,1,0,53939,53940,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.674853,0,0,0.134971,0,35,825,1,1,1,1,1,1,1,1,0.059493,0.07255,0.062197,0.065992,0.067601,0.059203,0.058514,0.061273,0.05967,0.076672,0.061262,0.064701,0.067908,0.060907,0.0585,0.06128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1588.02597,1986.52666,11164,1,0.900766,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5114500,51145,0,3,0,0,0,0,5,70,0.674853,0.134971,0.057845,0.057845,0.057845,0.057845,0.057845,0.057845,0.057845,0.057845,35,35,35,35,35,35,35,35,0.074366,0.090688,0.077746,0.08249,0.084501,0.074004,0.073142,0.076591,0.059493,0.07255,0.062197,0.065992,0.067601,0.059203,0.058514,0.061273,4,4,B,66109,RIVER STREET,1,56,53939,53940,B,0,825,58519,53939,53940,53939/53940,58519,0.033743,53939,53940,53939/53940,53940/53939
245,50252,138687,WASHINGTON STREET,1,56,54063,54062,B,2,825,21.4501,58583,0,59401,21.4501,0,1,1,0,54062,54063,0,0,WASHINGTON STREET,BSR0504,NULL,NULL,0,1,5,0,0.389816,0,0,0.077963,0,35,825,1,1,1,1,1,1,1,1,0.050962,0.049972,0.037814,0.041129,0.045212,0.053936,0.033604,0.033592,0.045697,0.041371,0.036703,0.037357,0.041189,0.047274,0.033567,0.033588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,2889.7727,2550.90542,12168,1,1.635773,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5454100,54541,0,3,0,0,0,0,5,70,0.389816,0.077963,0.033413,0.033413,0.033413,0.033413,0.033413,0.033413,0.033413,0.033413,35,35,35,35,35,35,35,35,0.063702,0.062465,0.047267,0.051411,0.056515,0.06742,0.042005,0.04199,0.050962,0.049972,0.037814,0.041129,0.045212,0.053936,0.033604,0.033592,4,4,B,138686,WASHINGTON STREET,1,56,54063,54062,B,2,825,58583,54063,54062,54063/54062,58583,0.019491,54062,54063,54062/54063,54063/54062
246,48669,64548,ADAMS STREET,1,60,53792,52358,B,0,825,171.225,56366,0,57149,171.225,0,1,1,0,53792,52358,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,2.447388,0,0,0.489478,0,37,825,1,1,1,1,1,1,1,1,0.198664,0.215758,0.19886,0.199504,0.203424,0.19881,0.198575,0.198631,0.198672,0.206726,0.198779,0.199478,0.200716,0.199065,0.198576,0.198619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.144548,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25078700,250787,0,3,0,0,0,0,5,70,2.447388,0.489478,0.198437,0.198437,0.198437,0.198437,0.198437,0.198437,0.198437,0.198437,37,37,37,37,37,37,37,37,0.24833,0.269697,0.248575,0.24938,0.25428,0.248512,0.248219,0.248289,0.198664,0.215758,0.19886,0.199504,0.203424,0.19881,0.198575,0.198631,4,4,B,64547,ADAMS STREET,1,60,53792,52358,B,0,825,56366,53792,52358,53792/52358,56366,0.122369,53792,52358,53792/52358,52358/53792
247,50232,66111,RIVER STREET,1,56,54503,53939,B,0,825,25.9412,58520,0,59338,25.9412,0,1,1,0,54503,53939,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.653096,0,0,0.130619,0,35,825,1,1,1,1,1,1,1,1,0.057575,0.070211,0.060192,0.063864,0.065422,0.057295,0.056627,0.059298,0.057746,0.0742,0.059287,0.062615,0.065719,0.058943,0.056614,0.059304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1588.02597,1986.52666,11164,1,0.900766,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5114600,51146,0,3,0,0,0,0,5,70,0.653096,0.130619,0.05598,0.05598,0.05598,0.05598,0.05598,0.05598,0.05598,0.05598,35,35,35,35,35,35,35,35,0.071969,0.087764,0.07524,0.07983,0.081777,0.071619,0.070784,0.074122,0.057575,0.070211,0.060192,0.063864,0.065422,0.057295,0.056627,0.059298,4,4,B,66110,RIVER STREET,1,56,54503,53939,B,0,825,58520,54503,53939,54503/53939,58520,0.032655,54503,53939,54503/53939,53939/54503
