shapeid,FID_1,ID,NAME,NB_LANES,SPEED,FNODE,TNODE,LinkCat,DIRECTION,CAPACITY,LENGTH,ctps_ID,FID_2,ID2,LENGTH_1,DIR,IN_MODEL,IN_MPO,BIKE_FLAG,ANODE,BNODE,A_TO_B_INB,OD_TOLL,STREETNAME,ROUTENUMBE,LRTP_PROJE,PROJECT_CA,PROJECT_YE,SCEN_00,SCEN_00_FU,SCEN_00_TR,SCEN_00_FI,SCEN_00_F1,SCEN_00_F2,SCEN_00_F3,SCEN_00_PN,SCEN_00_SP,SCEN_00_LA,SCEN_00_AB,SCEN_00_BA,SCEN_00_A1,SCEN_00_B1,SCEN_00_A2,SCEN_00_B2,SCEN_00_A3,SCEN_00_B3,SCEN_00_A4,SCEN_00_B4,SCEN_00_A5,SCEN_00_B5,SCEN_00_A6,SCEN_00_B6,SCEN_00_A7,SCEN_00_B7,SCEN_00_A8,SCEN_00_B8,SCEN_00_A9,SCEN_00_B9,SCEN_00_10,SCEN_00_11,SCEN_00_12,SCEN_00_13,AB_AM_CNT,BA_AM_CNT,AB_MD_CNT,BA_MD_CNT,AB_PM_CNT,BA_PM_CNT,AB_NT_CNT,BA_NT_CNT,AB_DLY_CNT,BA_DLY_CNT,AB_PEAK_CN,BA_PEAK_CN,AB_OFFPEAK,BA_OFFPEAK,AB_AMCAPAC,BA_AMCAPAC,AB_MDCAPAC,BA_MDCAPAC,AB_PMCAPAC,BA_PMCAPAC,AB_NTCAPAC,BA_NTCAPAC,COUNT_YEAR,EXPWY_COUN,EXPWY_SEGM,EXPWY2_SEG,TOTAL_AM,TOTAL_PM,TOTAL_DLY,SPEED_SCAL,MAX_VC,MEDIAN,TRUCK_EXCL,ACCESSCONT,DIVIDER1,PNR_PARKIN,I_93,I_90,I_95,RTE_128,LOGAN_ARRI,LOGAN_DEPA,ALPHA,BETA,MODEL_FUNC,ROUTESYSTE,ROADINVENT,ROADSEGMEN,SC_SEQUENC,GC,PEV,PEVSW,TRRT2STA,PEVMEASURE,SWM_FUNCTI,MODE,WALKTIME,BIKETIME,AB_AM_FFTI,BA_AM_FFTI,AB_MD_FFTI,BA_MD_FFTI,AB_PM_FFTI,BA_PM_FFTI,AB_NT_FFTI,BA_NT_FFTI,AB_AM_FFSP,BA_AM_FFSP,AB_MD_FFSP,BA_MD_FFSP,AB_PM_FFSP,BA_PM_FFSP,AB_NT_FFSP,BA_NT_FFSP,AB_AM_IVTT,BA_AM_IVTT,AB_MD_IVTT,BA_MD_IVTT,AB_PM_IVTT,BA_PM_IVTT,AB_NT_IVTT,BA_NT_IVTT,AB_AM_CONG,BA_AM_CONG,AB_MD_CONG,BA_MD_CONG,AB_PM_CONG,BA_PM_CONG,AB_NT_CONG,BA_NT_CONG,mg_class,MG_RDType,linkcat,NEW_ID_1,NAME_1,NB_LANES_1,SPEED_1,FNODE_1,TNODE_1,CATEGORY_1,DIRECTIO_1,CAPACITY_1,ctps_ID_1,a_text,b_text,ab_text,FID_12,LENGTH_12,a_text_1,b_text_1,ab_text_1,ba_text
10,50292,66171,ADAMS STREET,1,40,54067,54068,B,0,750,17.5953,58582,0,59400,17.5953,0,1,1,0,54067,54068,0,0,ADAMS STREET,BSR0504,NULL,NULL,0,1,5,0,0.312389,0,0,0.01,0,25,750,1,1,1,1,1,1,1,1,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,1875,3562.5,3562.5,1875,1875,5250,5250,0,0,NULL,NULL,41.233499,52.059998,133,1,0.821425,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,5,0,5695700,56957,0,2,0,0,0,0,5,70,0.312389,0.01,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,25,25,25,25,25,25,25,25,0.046859,0.046859,0.046859,0.046859,0.046859,0.046859,0.046859,0.046859,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,0.037487,4,4,B,66170,ADAMS STREET,1,40,54067,54068,B,0,750,58582,54067,54068,54067/54068,58582,0.015619,54067,54068,54067/54068,54068/54067
11,52917,141352,CENTRAL AVENUE,1,48,37595,37597,C,2,775,66.8658,62061,0,62960,66.8658,0,1,1,0,37597,37595,0,0,CENTRAL AVENUE,BSR1874,COMPLETE STS,NULL,0,1,6,0,1.169249,0,0,0.292312,0,30,775,1,1,1,1,1,1,1,1,0.123079,0.116925,0.116943,0.116931,0.116929,0.128345,0.116925,0.116925,0.125537,0.116926,0.116947,0.116931,0.116933,0.123962,0.116925,0.116925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,939.351719,1049.65505,2934,1,1.448688,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25063300,250633,0,3,0,0,0,0,8,70,1.169249,0.292312,0.116925,0.116925,0.116925,0.116925,0.116925,0.116925,0.116925,0.116925,30,30,30,30,30,30,30,30,0.175827,0.167036,0.167061,0.167044,0.167041,0.18335,0.167036,0.167036,0.123079,0.116925,0.116943,0.116931,0.116929,0.128345,0.116925,0.116925,5,5,C,141351,CENTRAL AVENUE,1,48,37595,37597,C,2,775,62061,37595,37597,37595/37597,62061,0.058462,37597,37595,37597/37595,37595/37597
12,50293,66172,WASHINGTON STREET,1,56,54062,54063,B,0,825,22.4625,58583,0,59401,22.4625,0,1,1,0,54062,54063,0,0,WASHINGTON STREET,BSR0504,NULL,NULL,0,1,5,0,0.389816,0,0,0.077963,0,35,825,1,1,1,1,1,1,1,1,0.050962,0.049972,0.037814,0.041129,0.045212,0.053936,0.033604,0.033592,0.045697,0.041371,0.036703,0.037357,0.041189,0.047274,0.033567,0.033588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,2889.7727,2550.90542,12168,1,1.635773,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5454100,54541,0,3,0,0,0,0,5,70,0.389816,0.077963,0.033413,0.033413,0.033413,0.033413,0.033413,0.033413,0.033413,0.033413,35,35,35,35,35,35,35,35,0.063702,0.062465,0.047267,0.051411,0.056515,0.06742,0.042005,0.04199,0.050962,0.049972,0.037814,0.041129,0.045212,0.053936,0.033604,0.033592,4,4,B,66171,WASHINGTON STREET,1,56,54062,54063,B,0,825,58583,54062,54063,54062/54063,58583,0.019491,54062,54063,54062/54063,54063/54062
13,52918,141353,CENTRAL AVENUE,1,48,37593,37592,C,2,775,143.46,62062,0,62961,143.46,0,1,1,0,37592,37593,0,0,CENTRAL AVENUE,BSR1874,COMPLETE STS,NULL,0,1,6,0,2.106025,0,0,0.526506,0,30,775,1,1,1,1,1,1,1,1,0.221687,0.210603,0.210635,0.210613,0.21061,0.228342,0.210603,0.210603,0.226115,0.210604,0.210641,0.210614,0.210617,0.223135,0.210603,0.210603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,939.351719,1047.01757,2932,1,1.448688,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25069400,250694,0,3,0,0,0,0,8,70,2.106025,0.526506,0.210602,0.210602,0.210602,0.210602,0.210602,0.210602,0.210602,0.210602,30,30,30,30,30,30,30,30,0.316696,0.300861,0.300907,0.300876,0.300871,0.326203,0.300861,0.300861,0.221687,0.210603,0.210635,0.210613,0.21061,0.228342,0.210603,0.210603,5,5,C,141352,CENTRAL AVENUE,1,48,37593,37592,C,2,775,62062,37593,37592,37593/37592,62062,0.105301,37592,37593,37592/37593,37593/37592
14,50294,66173,WASHINGTON STREET,1,45,54050,54062,B,0,825,58.1542,58584,0,59402,58.1542,0,1,1,0,54050,54062,0,0,WASHINGTON STREET,BSR0504,NULL,NULL,0,1,5,0,1.044816,0,0,0.208963,0,28,825,1,1,1,1,1,1,1,1,0.17074,0.167424,0.126691,0.137798,0.151475,0.180704,0.112586,0.112544,0.153101,0.138608,0.122968,0.12516,0.137998,0.158384,0.112461,0.112533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,2889.7727,2550.90542,12168,1,1.635773,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5454000,54540,0,3,0,0,0,0,5,70,1.044816,0.208963,0.111945,0.111945,0.111945,0.111945,0.111945,0.111945,0.111945,0.111945,28,28,28,28,28,28,28,28,0.213425,0.20928,0.158364,0.172248,0.189344,0.22588,0.140733,0.14068,0.17074,0.167424,0.126691,0.137798,0.151475,0.180704,0.112586,0.112544,4,4,B,66172,WASHINGTON STREET,1,45,54050,54062,B,0,825,58584,54050,54062,54050/54062,58584,0.052241,54050,54062,54050/54062,54062/54050
15,52919,141354,CENTRAL AVENUE,1,48,37597,37596,C,2,775,31.7757,62063,0,62962,31.7757,0,1,1,0,37596,37597,0,0,CENTRAL AVENUE,BSR1874,COMPLETE STS,NULL,0,1,6,0,0.718025,0,0,0.179506,0,30,775,1,1,1,1,1,1,1,1,0.075582,0.071803,0.071814,0.071806,0.071805,0.078816,0.071803,0.071803,0.077091,0.071803,0.071816,0.071806,0.071808,0.076124,0.071803,0.071803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,939.351719,1049.65505,2934,1,1.448688,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25064100,250641,0,3,0,0,0,0,8,70,0.718025,0.179506,0.071803,0.071803,0.071803,0.071803,0.071803,0.071803,0.071803,0.071803,30,30,30,30,30,30,30,30,0.107974,0.102576,0.102591,0.10258,0.102579,0.112594,0.102576,0.102576,0.075582,0.071803,0.071814,0.071806,0.071805,0.078816,0.071803,0.071803,5,5,C,141353,CENTRAL AVENUE,1,48,37597,37596,C,2,775,62063,37597,37596,37597/37596,62063,0.035901,37596,37597,37596/37597,37597/37596
16,50295,66174,WASHINGTON STREET,1,56,54072,54057,B,0,825,15.3799,58585,0,59403,15.3799,0,1,1,0,54072,54057,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,0.273057,0,0,0.054611,0,35,825,1,1,1,1,1,1,1,1,0.024455,0.024875,0.024199,0.024497,0.024662,0.026525,0.023643,0.0239,0.025225,0.024193,0.024249,0.02446,0.024335,0.026696,0.023619,0.02383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5219800,52198,0,3,0,0,0,0,5,70,0.273057,0.054611,0.023405,0.023405,0.023405,0.023405,0.023405,0.023405,0.023405,0.023405,35,35,35,35,35,35,35,35,0.030569,0.031094,0.030249,0.030621,0.030827,0.033156,0.029554,0.029875,0.024455,0.024875,0.024199,0.024497,0.024662,0.026525,0.023643,0.0239,4,4,B,66173,WASHINGTON STREET,1,56,54072,54057,B,0,825,58585,54072,54057,54072/54057,58585,0.013653,54072,54057,54072/54057,54057/54072
17,52920,141355,CENTRAL AVENUE,1,48,37596,37593,C,2,775,187.301,62064,0,62963,187.301,0,1,1,0,37593,37596,0,0,CENTRAL AVENUE,BSR1874,COMPLETE STS,NULL,0,1,6,0,2.644478,0,0,0.661119,0,30,775,1,1,1,1,1,1,1,1,0.278366,0.264449,0.264489,0.264461,0.264458,0.286722,0.264448,0.264448,0.283926,0.264449,0.264497,0.264462,0.264466,0.280184,0.264448,0.264448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,939.351719,1047.01757,2932,1,1.448688,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25065400,250654,0,3,0,0,0,0,8,70,2.644478,0.661119,0.264448,0.264448,0.264448,0.264448,0.264448,0.264448,0.264448,0.264448,30,30,30,30,30,30,30,30,0.397666,0.377784,0.377841,0.377801,0.377797,0.409603,0.377783,0.377783,0.278366,0.264449,0.264489,0.264461,0.264458,0.286722,0.264448,0.264448,5,5,C,141354,CENTRAL AVENUE,1,48,37596,37593,C,2,775,62064,37596,37593,37596/37593,62064,0.132224,37593,37596,37593/37596,37596/37593
18,50296,66175,WASHINGTON STREET,1,45,54055,54060,B,0,825,108.493,58586,0,59404,108.493,0,1,1,0,54055,54060,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,1.671559,0,0,0.334312,0,28,825,1,1,1,1,1,1,1,1,0.187131,0.190344,0.185176,0.187452,0.188714,0.202969,0.180921,0.182882,0.193025,0.185127,0.185552,0.187169,0.18621,0.204278,0.180735,0.182348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5219700,52197,0,3,0,0,0,0,5,70,1.671559,0.334312,0.179096,0.179096,0.179096,0.179096,0.179096,0.179096,0.179096,0.179096,28,28,28,28,28,28,28,28,0.233914,0.23793,0.23147,0.234315,0.235892,0.253711,0.226151,0.228602,0.187131,0.190344,0.185176,0.187452,0.188714,0.202969,0.180921,0.182882,4,4,B,66174,WASHINGTON STREET,1,45,54055,54060,B,0,825,58586,54055,54060,54055/54060,58586,0.083578,54055,54060,54055/54060,54060/54055
19,52921,141356,CENTRAL AVENUE,1,48,46602,46601,C,2,775,39.3391,62065,0,62964,39.3391,0,1,1,0,46601,46602,0,0,CENTRAL AVENUE,BSR1874,NULL,NULL,0,1,6,0,0.812023,0,0,0.203006,0,30,775,1,1,1,1,1,1,1,1,0.151287,0.081229,0.082013,0.081289,0.081888,0.168473,0.081261,0.081215,0.146148,0.081255,0.082041,0.081286,0.081553,0.1375,0.081257,0.081215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,1885.15712,1770.85835,6120,1,1.510735,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,5024000,50240,0,3,0,0,0,0,8,70,0.812023,0.203006,0.081202,0.081202,0.081202,0.081202,0.081202,0.081202,0.081202,0.081202,30,30,30,30,30,30,30,30,0.216124,0.116041,0.117161,0.116127,0.116983,0.240676,0.116087,0.116021,0.151287,0.081229,0.082013,0.081289,0.081888,0.168473,0.081261,0.081215,5,5,C,141355,CENTRAL AVENUE,1,48,46602,46601,C,2,775,62065,46602,46601,46602/46601,62065,0.040601,46601,46602,46601/46602,46602/46601
20,45107,133542,WASHINGTON STREET,1,40,54815,54061,B,2,750,17.7061,51276,0,51877,17.7061,0,1,1,0,54061,54815,0,0,WASHINGTON STREET,BSR0486,COMPLETE STS,NULL,0,1,5,0,0.313775,0,0,0.01,0,25,750,1,1,1,1,1,1,1,1,0.037676,0.037658,0.037655,0.037656,0.037658,0.037695,0.037653,0.037653,0.037683,0.037656,0.037655,0.037655,0.037657,0.037699,0.037653,0.037653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,1875,3562.5,3562.5,1875,1875,5250,5250,0,0,NULL,NULL,651.249049,735.504438,2821,1,0.996391,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,5,0,5327900,53279,0,2,0,0,0,0,5,70,0.313775,0.01,0.037653,0.037653,0.037653,0.037653,0.037653,0.037653,0.037653,0.037653,25,25,25,25,25,25,25,25,0.047095,0.047072,0.047069,0.04707,0.047072,0.047119,0.047066,0.047066,0.037676,0.037658,0.037655,0.037656,0.037658,0.037695,0.037653,0.037653,4,4,B,133541,WASHINGTON STREET,1,40,54815,54061,B,2,750,51276,54815,54061,54815/54061,51276,0.015689,54061,54815,54061/54815,54815/54061
21,50297,66176,WASHINGTON STREET,1,45,54071,54072,B,0,825,44.1,58587,0,59405,44.1,0,1,1,0,54071,54072,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,0.881822,0,0,0.176364,0,28,825,1,1,1,1,1,1,1,1,0.09872,0.100415,0.097689,0.098889,0.099555,0.107075,0.095444,0.096478,0.101829,0.097663,0.097887,0.09874,0.098234,0.107766,0.095346,0.096197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4981000,49810,0,3,0,0,0,0,5,70,0.881822,0.176364,0.094481,0.094481,0.094481,0.094481,0.094481,0.094481,0.094481,0.094481,28,28,28,28,28,28,28,28,0.1234,0.125519,0.122111,0.123611,0.124444,0.133844,0.119305,0.120597,0.09872,0.100415,0.097689,0.098889,0.099555,0.107075,0.095444,0.096478,4,4,B,66175,WASHINGTON STREET,1,45,54071,54072,B,0,825,58587,54071,54072,54071/54072,58587,0.044091,54071,54072,54071/54072,54072/54071
22,52922,141357,CENTRAL AVENUE,1,48,52263,37595,C,2,775,58.1878,62066,0,62965,58.1878,0,1,1,0,37595,52263,0,0,CENTRAL AVENUE,BSR1874,NULL,NULL,0,1,6,0,1.050875,0,0,0.262719,0,30,775,1,1,1,1,1,1,1,1,0.195787,0.105122,0.106137,0.1052,0.105975,0.218028,0.105163,0.105103,0.189136,0.105155,0.106173,0.105196,0.105541,0.177945,0.105159,0.105104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,1885.15712,1770.85835,6120,1,1.510735,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25063000,250630,0,3,0,0,0,0,8,70,1.050875,0.262719,0.105087,0.105087,0.105087,0.105087,0.105087,0.105087,0.105087,0.105087,30,30,30,30,30,30,30,30,0.279696,0.150174,0.151624,0.150286,0.151393,0.311469,0.150233,0.150147,0.195787,0.105122,0.106137,0.1052,0.105975,0.218028,0.105163,0.105103,5,5,C,141356,CENTRAL AVENUE,1,48,52263,37595,C,2,775,62066,52263,37595,52263/37595,62066,0.052544,37595,52263,37595/52263,52263/37595
23,52902,68781,STANDARD STREET,1,48,53942,54506,C,0,675,10.9865,61973,0,62872,10.9865,0,1,1,0,53942,54506,0,0,STANDARD STREET,NULL,NULL,NULL,0,1,10,0,0.459664,0,0,0.137899,0,30,675,1,1,1,1,1,1,1,1,0.054584,0.046293,0.045977,0.045986,0.045987,0.065388,0.045966,0.045968,0.054006,0.046479,0.04598,0.045985,0.045987,0.059354,0.045966,0.045968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.5,1687.5,3206.25,3206.25,1687.5,1687.5,4725,4725,0,0,NULL,NULL,1402.61607,1270.03806,3633,1,1.396873,2,0,1,** || **,0,0,0,0,0,0,0,1.25,4,10,NULL,5005600,50056,0,3,0,0,0,0,0,70,0.459664,0.137899,0.045966,0.045966,0.045966,0.045966,0.045966,0.045966,0.045966,0.045966,30,30,30,30,30,30,30,30,0.090973,0.077155,0.076628,0.076643,0.076645,0.10898,0.07661,0.076613,0.054584,0.046293,0.045977,0.045986,0.045987,0.065388,0.045966,0.045968,5,5,C,68780,STANDARD STREET,1,48,53942,54506,C,0,675,61973,53942,54506,53942/54506,61973,0.022983,53942,54506,53942/54506,54506/53942
24,50298,66177,WASHINGTON STREET,1,45,54054,54055,B,0,825,70.9331,58588,0,59406,70.9331,0,1,1,0,54054,54055,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,1.213216,0,0,0.242643,0,28,825,1,1,1,1,1,1,1,1,0.135819,0.138152,0.134401,0.136053,0.136968,0.147315,0.131312,0.132736,0.140097,0.134365,0.134673,0.135847,0.135151,0.148264,0.131178,0.132348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5219600,52196,0,3,0,0,0,0,5,70,1.213216,0.242643,0.129987,0.129987,0.129987,0.129987,0.129987,0.129987,0.129987,0.129987,28,28,28,28,28,28,28,28,0.169774,0.17269,0.168001,0.170066,0.17121,0.184144,0.16414,0.16592,0.135819,0.138152,0.134401,0.136053,0.136968,0.147315,0.131312,0.132736,4,4,B,66176,WASHINGTON STREET,1,45,54054,54055,B,0,825,58588,54054,54055,54054/54055,58588,0.060661,54054,54055,54054/54055,54055/54054
25,52923,141358,CENTRAL AVENUE,1,48,46601,52263,C,2,775,30.2702,62067,0,62966,30.2702,0,1,1,0,52263,46601,0,0,CENTRAL AVENUE,BSR1874,NULL,NULL,0,1,6,0,0.701048,0,0,0.175262,0,30,775,1,1,1,1,1,1,1,1,0.130611,0.070128,0.070805,0.07018,0.070697,0.145449,0.070155,0.070115,0.126174,0.07015,0.070829,0.070177,0.070407,0.118709,0.070152,0.070115,860,475,1055,1175,670,1320,790,1155,3375,4125,1530,1795,1845,2330,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,1885.15712,1770.85835,6120,1,1.510735,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,5026400,50264,0,3,0,0,0,0,8,70,0.701048,0.175262,0.070105,0.070105,0.070105,0.070105,0.070105,0.070105,0.070105,0.070105,30,30,30,30,30,30,30,30,0.186587,0.100183,0.10115,0.100257,0.100996,0.207784,0.100221,0.100164,0.130611,0.070128,0.070805,0.07018,0.070697,0.145449,0.070155,0.070115,5,5,C,141357,CENTRAL AVENUE,1,48,46601,52263,C,2,775,62067,46601,52263,46601/52263,62067,0.035052,52263,46601,52263/46601,46601/52263
26,52903,68782,STANDARD STREET,1,48,54506,53935,C,0,675,219.524,61974,0,62873,219.524,0,1,1,0,54506,53935,0,0,STANDARD STREET,NULL,NULL,NULL,0,1,10,0,3.070797,0,0,0.921239,0,30,675,1,1,1,1,1,1,1,1,0.364653,0.30926,0.30715,0.307212,0.307219,0.43683,0.30708,0.307089,0.360789,0.310504,0.307169,0.307204,0.307221,0.396517,0.30708,0.307089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.5,1687.5,3206.25,3206.25,1687.5,1687.5,4725,4725,0,0,NULL,NULL,1402.61607,1270.03806,3633,1,1.269885,2,0,1,** || **,0,0,0,0,0,0,0,1.25,4,10,NULL,5003100,50031,0,3,0,0,0,0,0,70,3.070797,0.921239,0.30708,0.30708,0.30708,0.30708,0.30708,0.30708,0.30708,0.30708,30,30,30,30,30,30,30,30,0.607755,0.515433,0.511917,0.51202,0.512032,0.72805,0.5118,0.511815,0.364653,0.30926,0.30715,0.307212,0.307219,0.43683,0.30708,0.307089,5,5,C,68781,STANDARD STREET,1,48,54506,53935,C,0,675,61974,54506,53935,54506/53935,61974,0.15354,54506,53935,54506/53935,53935/54506
27,50299,66178,WASHINGTON STREET,1,45,54060,54070,B,0,825,35.0721,58589,0,59407,35.0721,0,1,1,0,54060,54070,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,0.758993,0,0,0.151799,0,28,825,1,1,1,1,1,1,1,1,0.084969,0.086428,0.084082,0.085115,0.085688,0.092161,0.082149,0.08304,0.087646,0.084059,0.084252,0.084987,0.084551,0.092755,0.082065,0.082798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4989500,49895,0,3,0,0,0,0,5,70,0.758993,0.151799,0.081321,0.081321,0.081321,0.081321,0.081321,0.081321,0.081321,0.081321,28,28,28,28,28,28,28,28,0.106211,0.108035,0.105103,0.106394,0.10711,0.115201,0.102686,0.1038,0.084969,0.086428,0.084082,0.085115,0.085688,0.092161,0.082149,0.08304,4,4,B,66177,WASHINGTON STREET,1,45,54060,54070,B,0,825,58589,54060,54070,54060/54070,58589,0.03795,54060,54070,54060/54070,54070/54060
28,50300,66179,WASHINGTON STREET,1,45,54070,54071,B,0,825,74.0907,58590,0,59408,74.0907,0,1,1,0,54070,54071,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,1.231689,0,0,0.246338,0,28,825,1,1,1,1,1,1,1,1,0.137887,0.140255,0.136447,0.138124,0.139054,0.149558,0.133311,0.134757,0.142231,0.136411,0.136724,0.137916,0.137209,0.150522,0.133175,0.134363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4986000,49860,0,3,0,0,0,0,5,70,1.231689,0.246338,0.131967,0.131967,0.131967,0.131967,0.131967,0.131967,0.131967,0.131967,28,28,28,28,28,28,28,28,0.172359,0.175319,0.170559,0.172655,0.173818,0.186947,0.166639,0.168446,0.137887,0.140255,0.136447,0.138124,0.139054,0.149558,0.133311,0.134757,4,4,B,66178,WASHINGTON STREET,1,45,54070,54071,B,0,825,58590,54070,54071,54070/54071,58590,0.061584,54070,54071,54070/54071,54071/54070
29,52925,141360,CENTRAL AVENUE,1,48,53707,53790,C,2,775,234.717,62069,0,62968,234.717,0,1,1,0,53790,53707,0,0,CENTRAL AVENUE,BSR1874,COMPLETE STS,NULL,0,1,6,0,3.235167,0,0,0.808792,0,30,775,1,1,1,1,1,1,1,1,0.332774,0.323517,0.323518,0.323517,0.323517,0.339899,0.323517,0.323517,0.34047,0.323517,0.323518,0.323517,0.323519,0.333951,0.323517,0.323517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,835.622742,852.907405,1895,1,1.292379,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25090100,250901,0,3,0,0,0,0,8,70,3.235167,0.808792,0.323517,0.323517,0.323517,0.323517,0.323517,0.323517,0.323517,0.323517,30,30,30,30,30,30,30,30,0.475391,0.462167,0.462169,0.462167,0.462167,0.48557,0.462167,0.462167,0.332774,0.323517,0.323518,0.323517,0.323517,0.339899,0.323517,0.323517,5,5,C,141359,CENTRAL AVENUE,1,48,53707,53790,C,2,775,62069,53707,53790,53707/53790,62069,0.161758,53790,53707,53790/53707,53707/53790
