SERIALNO,SPORDER,PUMA,AGEP,COW,JWMNP,JWTR,MAR,RELP,SEX,SCHL,ESR,PINCP,ADJINC
10216,1,4629,63,5.0,30.0,1.0,1,0,1,20.0,1.0,75000.0,1001264
10216,2,4629,63,,,,1,1,2,19.0,6.0,500.0,1001264
10412,1,4612,55,1.0,45.0,1.0,3,0,1,15.0,1.0,56000.0,1001264
10436,1,4636,39,3.0,40.0,1.0,1,0,2,24.0,1.0,75000.0,1001264
10436,2,4636,40,7.0,60.0,1.0,1,1,1,23.0,1.0,75000.0,1001264
10436,3,4636,4,,,,5,2,1,1.0,,,1001264
10453,1,4626,21,1.0,30.0,1.0,5,0,1,16.0,1.0,47000.0,1001264
10453,2,4626,1,,,,5,2,2,,,,1001264
10453,3,4626,18,1.0,,,5,13,2,13.0,6.0,0.0,1001264
10579,1,4614,29,1.0,30.0,1.0,5,0,2,19.0,1.0,70000.0,1001264
10601,1,4610,68,1.0,,,1,0,1,19.0,6.0,25000.0,1001264
10601,2,4610,64,1.0,15.0,1.0,1,1,2,13.0,1.0,23900.0,1001264
10784,1,4631,69,,,,2,0,2,21.0,6.0,18000.0,1001264
10808,1,4504,55,1.0,20.0,1.0,1,0,1,21.0,1.0,220000.0,1001264
10817,1,4637,55,1.0,25.0,1.0,1,0,1,20.0,1.0,11600.0,1001264
10817,2,4637,56,,,,1,1,2,20.0,6.0,0.0,1001264
10817,3,4637,14,,,,5,2,1,11.0,,,1001264
10873,1,4618,51,4.0,55.0,1.0,1,0,2,21.0,1.0,32000.0,1001264
10873,2,4618,65,,,,1,1,1,16.0,6.0,14000.0,1001264
10873,3,4618,48,,,,5,5,1,16.0,6.0,19000.0,1001264
11023,1,4626,39,1.0,60.0,1.0,1,0,1,21.0,1.0,83000.0,1001264
11023,2,4626,36,,,,1,1,2,20.0,6.0,0.0,1001264
11023,3,4626,11,,,,5,2,1,8.0,,,1001264
11023,4,4626,6,,,,5,2,1,3.0,,,1001264
11023,5,4626,0,,,,5,2,1,,,,1001264
11023,6,4626,0,,,,5,2,1,,,,1001264
11029,1,4702,79,,,,1,0,1,20.0,6.0,44800.0,1001264
11029,2,4702,73,,,,1,1,2,16.0,6.0,14400.0,1001264
11029,3,4702,24,1.0,,,5,7,1,17.0,3.0,2200.0,1001264
11051,1,4614,48,1.0,20.0,1.0,1,0,1,11.0,1.0,14000.0,1001264
11051,2,4614,48,1.0,20.0,2.0,1,1,2,11.0,1.0,12000.0,1001264
11177,1,4635,45,1.0,30.0,1.0,5,0,1,21.0,1.0,104000.0,1001264
11199,1,4601,28,7.0,20.0,1.0,1,0,2,19.0,1.0,9000.0,1001264
11199,2,4601,34,1.0,8.0,1.0,1,1,1,22.0,1.0,175000.0,1001264
11225,1,4624,55,5.0,25.0,1.0,1,0,1,20.0,1.0,200100.0,1001264
11225,2,4624,53,,,,1,1,2,21.0,6.0,0.0,1001264
11393,1,4610,26,1.0,25.0,1.0,4,0,2,17.0,1.0,27000.0,1001264
11393,2,4610,7,,,,5,2,2,4.0,,,1001264
11393,3,4610,6,,,,5,2,1,4.0,,,1001264
11393,4,4610,64,,,,1,6,1,16.0,6.0,0.0,1001264
11393,5,4610,59,1.0,30.0,1.0,1,6,2,16.0,1.0,1400.0,1001264
11421,1,4630,76,9.0,,,1,0,1,21.0,3.0,24000.0,1001264
11421,2,4630,72,4.0,,,1,1,2,22.0,3.0,12600.0,1001264
11436,1,4701,75,,,,3,0,1,15.0,6.0,8510.0,1001264
11436,2,4701,65,,,,5,10,2,15.0,6.0,1300.0,1001264
11495,1,4617,48,2.0,45.0,1.0,3,0,2,19.0,1.0,52000.0,1001264
11495,2,4617,16,,,,5,2,1,13.0,6.0,0.0,1001264
11495,3,4617,16,,,,5,2,2,13.0,6.0,0.0,1001264
11514,1,4613,69,,,,2,0,2,16.0,6.0,0.0,1001264
11514,2,4613,54,1.0,20.0,1.0,5,4,1,22.0,1.0,35000.0,1001264
11514,3,4613,16,,,,5,7,1,14.0,6.0,0.0,1001264
11514,4,4613,13,,,,5,7,2,10.0,,,1001264
11514,5,4613,45,1.0,30.0,1.0,1,9,2,16.0,1.0,6000.0,1001264
11523,1,4617,16,,,,5,16,1,11.0,6.0,0.0,1001264
11690,1,4629,74,,,,1,0,1,21.0,6.0,325000.0,1001264
11690,2,4629,72,,,,1,1,2,21.0,6.0,44900.0,1001264
11744,1,4616,43,,,,1,0,2,23.0,6.0,35000.0,1001264
11744,2,4616,4,,,,5,2,1,3.0,,,1001264
11744,3,4616,3,,,,5,2,1,2.0,,,1001264
11744,4,4616,2,,,,5,2,2,,,,1001264
11751,1,4400,70,2.0,90.0,1.0,3,0,1,24.0,1.0,76900.0,1001264
11766,1,4400,69,,,,4,0,1,13.0,6.0,20000.0,1001264
11766,2,4400,28,6.0,,,5,2,2,11.0,3.0,0.0,1001264
11766,3,4400,11,,,,5,7,2,7.0,,,1001264
11766,4,4400,5,,,,5,7,2,1.0,,,1001264
11846,1,4623,53,,,,1,0,1,16.0,6.0,19000.0,1001264
11846,2,4623,53,1.0,15.0,1.0,1,1,2,21.0,1.0,25000.0,1001264
11868,1,4803,51,2.0,15.0,1.0,3,0,2,17.0,1.0,15000.0,1001264
11945,1,4605,84,,,,2,16,2,19.0,6.0,2100.0,1001264
11994,1,4605,38,1.0,,11.0,3,0,1,16.0,1.0,4900.0,1001264
12099,1,4636,29,1.0,15.0,1.0,3,0,2,21.0,1.0,39400.0,1001264
12099,2,4636,4,,,,5,2,1,2.0,,,1001264
12099,3,4636,3,,,,5,2,2,1.0,,,1001264
12145,1,4603,28,1.0,10.0,10.0,5,17,2,21.0,1.0,13500.0,1001264
12184,1,4617,33,1.0,20.0,1.0,1,0,2,16.0,1.0,17000.0,1001264
12184,2,4617,40,,,,1,1,1,16.0,6.0,0.0,1001264
12184,3,4617,15,,,,5,2,1,10.0,,0.0,1001264
12184,4,4617,11,,,,5,2,2,8.0,,,1001264
12184,5,4617,9,,,,5,2,1,6.0,,,1001264
12184,6,4617,7,,,,5,2,1,3.0,,,1001264
12184,7,4617,5,,,,5,2,1,2.0,,,1001264
12393,1,4605,31,1.0,10.0,1.0,1,0,2,16.0,1.0,4400.0,1001264
12393,2,4605,26,2.0,30.0,1.0,1,1,1,1.0,1.0,24000.0,1001264
12393,3,4605,12,,,,5,2,1,9.0,,,1001264
12393,4,4605,10,,,,5,2,1,7.0,,,1001264
12393,5,4605,9,,,,5,2,2,6.0,,,1001264
12597,1,4607,24,1.0,15.0,1.0,5,0,2,16.0,1.0,8000.0,1001264
12597,2,4607,6,,,,5,2,1,2.0,,,1001264
12597,3,4607,4,,,,5,2,1,1.0,,,1001264
12597,4,4607,1,,,,5,2,2,,,,1001264
12738,1,4702,42,1.0,159.0,2.0,5,0,2,22.0,1.0,30000.0,1001264
12852,1,4611,59,1.0,25.0,1.0,5,0,1,16.0,1.0,20000.0,1001264
12852,2,4611,83,,,,5,6,2,15.0,6.0,9600.0,1001264
13063,1,4616,55,6.0,,11.0,1,0,1,21.0,1.0,212000.0,1001264
13063,2,4616,37,1.0,,11.0,1,1,2,12.0,1.0,16600.0,1001264
13063,3,4616,26,1.0,,11.0,5,2,1,20.0,1.0,24000.0,1001264
13063,4,4616,16,,,,5,4,1,11.0,6.0,0.0,1001264
13063,5,4616,58,1.0,,,4,5,1,19.0,6.0,0.0,1001264
13101,1,4636,86,,,,1,0,1,21.0,6.0,15900.0,1001264
13101,2,4636,86,,,,1,1,2,21.0,6.0,9800.0,1001264
13142,1,4614,35,1.0,30.0,1.0,5,0,1,20.0,1.0,29000.0,1001264
13142,2,4614,62,,,,1,6,2,1.0,6.0,0.0,1001264
13346,1,4611,47,6.0,30.0,1.0,2,0,2,1.0,1.0,14400.0,1001264
13346,2,4611,25,,,,5,2,2,17.0,6.0,0.0,1001264
13346,3,4611,8,,,,5,7,1,1.0,,,1001264
13346,4,4611,3,,,,5,7,1,1.0,,,1001264
13368,1,4607,36,1.0,10.0,1.0,1,0,2,11.0,1.0,3200.0,1001264
13368,2,4607,38,1.0,20.0,1.0,1,1,1,11.0,1.0,35000.0,1001264
13368,3,4607,11,,,,5,2,2,8.0,,,1001264
13368,4,4607,6,,,,5,2,1,2.0,,,1001264
13368,5,4607,3,,,,5,2,1,1.0,,,1001264
13467,1,4701,79,,,,1,0,1,21.0,6.0,7300.0,1001264
13467,2,4701,80,,,,1,1,2,21.0,6.0,3600.0,1001264
13473,1,4632,38,3.0,5.0,1.0,1,0,1,19.0,1.0,60000.0,1001264
13473,2,4632,38,3.0,5.0,1.0,1,1,2,19.0,1.0,17000.0,1001264
13473,3,4632,8,,,,5,2,1,5.0,,,1001264
13473,4,4632,5,,,,5,2,2,2.0,,,1001264
13555,1,4803,26,5.0,,,5,16,1,19.0,6.0,0.0,1001264
13574,1,4503,75,6.0,,,1,0,1,21.0,6.0,51900.0,1001264
13574,2,4503,72,1.0,15.0,1.0,1,1,2,20.0,1.0,188700.0,1001264
13741,1,4638,26,1.0,30.0,1.0,5,0,2,22.0,1.0,10000.0,1001264
13741,2,4638,47,1.0,,,3,13,1,18.0,3.0,0.0,1001264
13779,1,4611,25,1.0,15.0,1.0,5,0,1,16.0,1.0,21000.0,1001264
13779,2,4611,2,,,,5,2,1,,,,1001264
13779,3,4611,36,1.0,30.0,12.0,1,15,1,12.0,1.0,27000.0,1001264
13779,4,4611,20,1.0,,,5,15,2,16.0,2.0,8000.0,1001264
13802,1,4611,34,1.0,40.0,1.0,1,0,1,19.0,1.0,152000.0,1001264
13802,2,4611,35,1.0,,,1,1,2,19.0,6.0,0.0,1001264
13881,1,4702,37,,,,1,0,2,19.0,6.0,0.0,1001264
13881,2,4702,39,1.0,30.0,1.0,1,1,1,21.0,1.0,75000.0,1001264
13881,3,4702,10,,,,5,2,1,8.0,,,1001264
13906,1,4618,58,1.0,100.0,2.0,3,0,2,19.0,1.0,32500.0,1001264
13906,2,4618,50,1.0,,,1,5,1,17.0,3.0,0.0,1001264
13970,1,4901,53,2.0,30.0,1.0,1,0,1,16.0,1.0,20000.0,1001264
13970,2,4901,48,1.0,50.0,1.0,1,1,2,16.0,1.0,15400.0,1001264
13970,3,4901,24,,,,5,4,1,16.0,6.0,4200.0,1001264
13985,1,4613,32,1.0,,11.0,5,0,2,22.0,1.0,52000.0,1001264
13989,1,4623,29,1.0,,,4,0,2,10.0,3.0,35800.0,1001264
13989,2,4623,12,,,,5,2,2,8.0,,,1001264
13989,3,4623,6,,,,5,2,1,3.0,,,1001264
14008,1,4603,49,7.0,,,1,0,1,21.0,6.0,53300.0,1001264
14008,2,4603,50,,,,1,1,2,21.0,6.0,0.0,1001264
14008,3,4603,17,,,,5,2,1,13.0,6.0,0.0,1001264
14008,4,4603,11,,,,5,2,2,7.0,,,1001264
14017,1,4400,60,1.0,45.0,1.0,1,0,1,14.0,1.0,32000.0,1001264
14017,2,4400,54,5.0,5.0,1.0,1,1,2,16.0,1.0,46000.0,1001264
14017,3,4400,33,1.0,5.0,1.0,5,2,2,16.0,1.0,24000.0,1001264
14017,4,4400,10,,,,5,7,1,7.0,,,1001264
14017,5,4400,9,,,,5,7,2,6.0,,,1001264
14028,1,4602,54,2.0,10.0,1.0,3,0,1,12.0,1.0,25000.0,1001264
14042,1,4504,45,,,,1,0,2,20.0,6.0,200.0,1001264
14042,2,4504,45,1.0,30.0,1.0,1,1,1,21.0,1.0,250000.0,1001264
14042,3,4504,19,,,,5,2,1,14.0,6.0,0.0,1001264
14042,4,4504,16,,,,5,2,2,12.0,6.0,0.0,1001264
14178,1,4615,22,,,,5,17,1,19.0,6.0,0.0,1001264
14181,1,4621,59,,,,1,0,2,17.0,6.0,10400.0,1001264
14181,2,4621,65,1.0,,,1,1,1,19.0,6.0,13300.0,1001264
14181,3,4621,33,1.0,5.0,1.0,3,2,1,16.0,1.0,16000.0,1001264
14181,4,4621,0,,,,5,7,1,,,,1001264
14218,1,4632,43,6.0,10.0,1.0,1,0,1,11.0,1.0,23000.0,1001264
14218,2,4632,43,6.0,10.0,1.0,1,1,2,14.0,1.0,23000.0,1001264
14218,3,4632,15,,,,5,2,1,12.0,,0.0,1001264
14218,4,4632,13,,,,5,2,1,11.0,,,1001264
14218,5,4632,13,,,,5,2,1,11.0,,,1001264
14218,6,4632,11,,,,5,2,2,9.0,,,1001264
14218,7,4632,22,1.0,20.0,1.0,5,10,1,14.0,1.0,800.0,1001264
14245,1,4608,72,6.0,30.0,1.0,1,0,2,8.0,1.0,5000.0,1001264
14245,2,4608,72,1.0,30.0,1.0,1,1,1,16.0,1.0,8400.0,1001264
14245,3,4608,35,1.0,60.0,1.0,5,2,1,16.0,1.0,20000.0,1001264
14431,1,4633,31,4.0,,,1,0,2,21.0,6.0,500.0,1001264
14431,2,4633,35,1.0,35.0,1.0,1,1,1,22.0,1.0,110000.0,1001264
14431,3,4633,8,,,,5,2,2,5.0,,,1001264
14431,4,4633,6,,,,5,2,1,2.0,,,1001264
14431,5,4633,3,,,,5,2,1,1.0,,,1001264
14467,1,4622,25,1.0,8.0,1.0,1,0,1,22.0,1.0,60900.0,1001264
14467,2,4622,27,2.0,45.0,1.0,1,1,2,21.0,1.0,70000.0,1001264
14493,1,4905,56,1.0,10.0,1.0,3,0,1,16.0,1.0,10000.0,1001264
14534,1,4701,23,1.0,,,5,0,2,21.0,6.0,2000.0,1001264
14534,2,4701,20,1.0,10.0,1.0,5,12,2,18.0,1.0,28000.0,1001264
14544,1,4905,85,,,,2,0,2,11.0,6.0,0.0,1001264
14608,1,4631,59,6.0,20.0,1.0,5,0,1,21.0,1.0,17100.0,1001264
14631,1,4603,33,1.0,15.0,2.0,5,0,2,21.0,1.0,56000.0,1001264
14778,1,4614,45,,,,4,0,1,12.0,6.0,0.0,1001264
14851,1,4802,48,1.0,30.0,1.0,3,0,2,20.0,1.0,42000.0,1001264
14851,2,4802,76,,,,2,6,2,12.0,6.0,17200.0,1001264
14869,1,4635,66,,,,1,0,1,15.0,6.0,4500.0,1001264
14869,2,4635,70,,,,1,1,2,19.0,6.0,9000.0,1001264
14874,1,4628,35,1.0,45.0,8.0,1,0,1,22.0,1.0,113000.0,1001264
14874,2,4628,34,7.0,15.0,1.0,1,1,2,21.0,1.0,10000.0,1001264
14874,3,4628,10,,,,5,2,2,8.0,,,1001264
14874,4,4628,8,,,,5,2,1,6.0,,,1001264
14874,5,4628,5,,,,5,2,2,4.0,,,1001264
14874,6,4628,2,,,,5,2,2,,,,1001264
14874,7,4628,1,,,,5,2,1,,,,1001264
14888,1,4501,54,1.0,15.0,1.0,3,0,2,19.0,1.0,48800.0,1001264
14888,2,4501,13,,,,5,2,2,9.0,,,1001264
14892,1,4502,36,,,,1,0,1,19.0,6.0,0.0,1001264
14935,1,4621,31,3.0,5.0,1.0,5,0,2,22.0,1.0,65001.0,1001264
14982,1,4622,56,,,,1,0,2,21.0,6.0,2001.0,1001264
14982,2,4622,53,6.0,5.0,1.0,1,1,1,16.0,1.0,60000.0,1001264
15208,1,4629,30,1.0,20.0,1.0,5,0,2,16.0,1.0,11500.0,1001264
15208,2,4629,28,1.0,20.0,1.0,5,11,2,18.0,1.0,17000.0,1001264
15214,1,4623,30,,,,1,17,2,19.0,6.0,0.0,1001264
15219,1,4608,47,5.0,10.0,1.0,5,0,2,17.0,1.0,73000.0,1001264
15231,1,4615,76,6.0,15.0,1.0,3,0,1,21.0,1.0,64030.0,1001264
15430,1,4617,70,1.0,25.0,1.0,1,0,1,14.0,1.0,39400.0,1001264
15430,2,4617,62,1.0,20.0,1.0,1,1,2,16.0,1.0,33100.0,1001264
15454,1,4618,66,,,,5,16,1,19.0,6.0,5900.0,1001264
15466,1,4904,48,1.0,40.0,1.0,1,0,1,22.0,1.0,154000.0,1001264
15466,2,4904,47,2.0,30.0,1.0,1,1,2,21.0,1.0,20000.0,1001264
15466,3,4904,16,,,,5,2,1,13.0,6.0,0.0,1001264
15466,4,4904,14,,,,5,2,1,10.0,,,1001264
15567,1,4803,30,1.0,159.0,1.0,5,0,2,19.0,1.0,86000.0,1001264
15624,1,4629,54,6.0,30.0,1.0,3,0,1,17.0,1.0,29000.0,1001264
15624,2,4629,51,,,,3,11,2,18.0,6.0,9900.0,1001264
15673,1,4902,53,,,,5,16,2,16.0,6.0,6700.0,1001264
15684,1,4612,65,2.0,25.0,1.0,2,0,2,21.0,1.0,60000.0,1001264
15770,1,4613,88,2.0,,,1,0,1,21.0,6.0,266500.0,1001264
15770,2,4613,86,,,,1,1,2,21.0,6.0,9600.0,1001264
15989,1,4400,49,1.0,25.0,1.0,1,0,1,20.0,1.0,95000.0,1001264
15989,2,4400,45,1.0,35.0,1.0,1,1,2,20.0,1.0,8000.0,1001264
15989,3,4400,18,,,,1,4,1,18.0,6.0,0.0,1001264
15989,4,4400,15,,,,1,4,1,12.0,,0.0,1001264
16173,1,4903,66,1.0,,,1,0,1,22.0,6.0,43000.0,1001264
16173,2,4903,59,3.0,,,1,1,2,21.0,6.0,3200.0,1001264
16192,1,4618,70,,,,2,0,1,24.0,6.0,95000.0,1001264
16382,1,4627,51,6.0,15.0,1.0,3,0,2,16.0,1.0,17000.0,1001264
16382,2,4627,15,,,,5,2,2,12.0,,0.0,1001264
16382,3,4627,34,6.0,15.0,1.0,5,13,1,16.0,1.0,20000.0,1001264
16392,1,4904,61,1.0,20.0,1.0,1,0,1,1.0,1.0,17700.0,1001264
16392,2,4904,73,,,,1,1,2,16.0,6.0,6800.0,1001264
16551,1,4602,82,,,,5,17,1,10.0,6.0,24500.0,1001264
16593,1,5000,50,1.0,75.0,1.0,1,0,1,21.0,1.0,30200.0,1001264
16593,2,5000,44,,,,1,1,2,19.0,6.0,0.0,1001264
16593,3,5000,16,,,,5,2,2,14.0,6.0,0.0,1001264
16652,1,4621,39,1.0,20.0,1.0,3,0,1,19.0,1.0,34000.0,1001264
16898,1,4603,24,1.0,40.0,1.0,5,0,1,14.0,1.0,26000.0,1001264
16898,2,4603,24,1.0,40.0,1.0,5,5,1,16.0,1.0,31200.0,1001264
16973,1,4622,40,1.0,45.0,1.0,3,0,1,18.0,1.0,32000.0,1001264
16973,2,4622,12,,,,5,2,2,9.0,,,1001264
16973,3,4622,12,,,,5,2,1,9.0,,,1001264
16973,4,4622,64,,,,3,6,2,19.0,6.0,22800.0,1001264
17032,1,4624,25,1.0,,,5,17,1,17.0,6.0,16000.0,1001264
17065,1,4614,67,1.0,,,1,0,1,9.0,6.0,0.0,1001264
17065,2,4614,64,,,,1,1,2,9.0,6.0,0.0,1001264
17065,3,4614,30,1.0,40.0,1.0,3,2,1,16.0,1.0,15000.0,1001264
17095,1,4503,33,1.0,7.0,8.0,3,0,1,19.0,1.0,51900.0,1001264
17332,1,4615,21,1.0,,,5,0,1,19.0,3.0,10000.0,1001264
17441,1,4701,84,,,,2,0,2,22.0,6.0,71300.0,1001264
17540,1,4637,56,6.0,,,1,0,1,21.0,3.0,6000.0,1001264
17540,2,4637,59,2.0,60.0,1.0,1,1,2,21.0,1.0,122000.0,1001264
17561,1,4905,57,1.0,45.0,1.0,1,0,1,22.0,1.0,186000.0,1001264
17561,2,4905,55,,,,1,1,2,18.0,6.0,0.0,1001264
17561,3,4905,24,1.0,35.0,1.0,5,2,2,18.0,1.0,4600.0,1001264
17656,1,4616,50,1.0,60.0,2.0,3,0,1,21.0,1.0,70000.0,1001264
17658,1,4902,61,7.0,10.0,1.0,1,0,2,19.0,1.0,39500.0,1001264
17658,2,4902,65,2.0,35.0,1.0,1,1,1,19.0,1.0,87000.0,1001264
17663,1,4636,50,3.0,30.0,1.0,1,0,2,17.0,1.0,21000.0,1001264
17663,2,4636,58,1.0,5.0,1.0,1,1,1,17.0,1.0,60000.0,1001264
17663,3,4636,25,1.0,15.0,1.0,5,2,1,21.0,1.0,67000.0,1001264
17663,4,4636,17,1.0,5.0,1.0,5,2,2,14.0,1.0,600.0,1001264
17725,1,5000,70,3.0,,,3,0,2,21.0,6.0,57000.0,1001264
17896,1,4609,67,,,,2,0,2,19.0,6.0,0.0,1001264
17930,1,4621,56,1.0,75.0,1.0,1,0,1,21.0,1.0,215000.0,1001264
17930,2,4621,56,1.0,,,1,1,2,21.0,2.0,45000.0,1001264
17943,1,4626,33,1.0,20.0,1.0,5,0,1,21.0,1.0,133200.0,1001264
18117,1,4903,32,1.0,,,1,16,1,11.0,6.0,13000.0,1001264
18307,1,4607,61,1.0,20.0,1.0,1,0,1,16.0,1.0,28600.0,1001264
18307,2,4607,61,,,,1,1,2,9.0,6.0,0.0,1001264
18307,3,4607,20,3.0,20.0,1.0,5,2,2,21.0,1.0,3900.0,1001264
18307,4,4607,28,1.0,20.0,1.0,5,10,1,16.0,1.0,13700.0,1001264
18307,5,4607,26,1.0,20.0,1.0,5,10,1,9.0,1.0,10400.0,1001264
18397,1,4602,61,,,,3,0,2,6.0,6.0,7200.0,1001264
18397,2,4602,60,1.0,15.0,1.0,1,11,1,1.0,1.0,18000.0,1001264
18404,1,4501,38,2.0,30.0,1.0,1,0,2,18.0,1.0,26000.0,1001264
18404,2,4501,55,5.0,,,1,1,1,17.0,6.0,30000.0,1001264
18404,3,4501,13,,,,5,2,2,11.0,,,1001264
18404,4,4501,11,,,,5,2,2,8.0,,,1001264
18404,5,4501,8,,,,5,2,1,5.0,,,1001264
18484,1,4701,67,,,,5,0,2,19.0,6.0,15700.0,1001264
18598,1,4637,33,2.0,45.0,1.0,3,0,2,18.0,1.0,9000.0,1001264
18598,2,4637,14,,,,5,2,1,10.0,,,1001264
18598,3,4637,11,,,,5,2,2,7.0,,,1001264
18598,4,4637,52,2.0,45.0,1.0,3,12,2,19.0,1.0,10000.0,1001264
18609,1,4624,63,1.0,60.0,1.0,1,0,1,22.0,1.0,197000.0,1001264
18609,2,4624,62,,,,1,1,2,22.0,6.0,46100.0,1001264
18609,3,4624,92,,,,1,8,2,21.0,6.0,16200.0,1001264
18650,1,4503,49,3.0,1.0,1.0,1,0,2,21.0,1.0,60000.0,1001264
18650,2,4503,49,1.0,45.0,1.0,1,1,1,21.0,1.0,6000.0,1001264
18650,3,4503,21,1.0,45.0,1.0,5,2,1,19.0,1.0,500.0,1001264
18682,1,4632,84,,,,1,0,1,21.0,6.0,62000.0,1001264
18682,2,4632,76,,,,1,1,2,20.0,6.0,10200.0,1001264
18732,1,4601,59,1.0,15.0,1.0,1,0,1,9.0,1.0,33200.0,1001264
18732,2,4601,55,,,,1,1,2,9.0,6.0,0.0,1001264
18732,3,4601,23,1.0,20.0,1.0,5,2,1,16.0,1.0,12000.0,1001264
18732,4,4601,21,1.0,20.0,1.0,5,2,1,16.0,1.0,2000.0,1001264
18774,1,4608,34,,,,5,0,2,12.0,6.0,0.0,1001264
18774,2,4608,9,,,,5,2,1,9.0,,,1001264
18774,3,4608,5,,,,5,2,1,1.0,,,1001264
18774,4,4608,2,,,,5,2,2,,,,1001264
18794,1,4620,55,1.0,30.0,1.0,1,0,1,16.0,1.0,70000.0,1001264
18794,2,4620,62,1.0,30.0,1.0,1,1,2,21.0,1.0,76000.0,1001264
18812,1,4604,60,,,,1,0,2,21.0,6.0,3500.0,1001264
18812,2,4604,60,5.0,5.0,1.0,1,1,1,21.0,1.0,755000.0,1001264
18864,1,4602,65,1.0,20.0,2.0,1,0,1,12.0,1.0,19000.0,1001264
18864,2,4602,70,1.0,30.0,2.0,5,11,1,16.0,1.0,33000.0,1001264
18864,3,4602,67,1.0,,,1,11,1,16.0,2.0,33000.0,1001264
19031,1,4701,35,1.0,20.0,1.0,1,0,1,16.0,1.0,50000.0,1001264
19031,2,4701,24,1.0,,,1,1,2,21.0,3.0,20000.0,1001264
19031,3,4701,3,,,,5,4,1,1.0,,,1001264
19085,1,4801,49,1.0,50.0,1.0,1,0,1,22.0,1.0,95000.0,1001264
19085,2,4801,42,,,,1,1,2,16.0,6.0,0.0,1001264
19085,3,4801,15,,,,5,2,2,12.0,,0.0,1001264
19085,4,4801,12,,,,5,2,1,9.0,,,1001264
19116,1,4400,42,4.0,15.0,1.0,5,0,2,22.0,1.0,56400.0,1001264
19298,1,4802,53,4.0,10.0,1.0,1,0,1,17.0,1.0,36000.0,1001264
19298,2,4802,40,1.0,10.0,1.0,1,1,2,17.0,1.0,27000.0,1001264
19298,3,4802,15,,,,5,2,1,12.0,,0.0,1001264
19298,4,4802,18,1.0,,,5,4,2,14.0,3.0,600.0,1001264
19327,1,4625,44,1.0,60.0,1.0,2,0,2,17.0,1.0,40800.0,1001264
19327,2,4625,25,1.0,60.0,1.0,5,2,2,19.0,1.0,23000.0,1001264
19327,3,4625,22,1.0,,,5,5,1,19.0,6.0,4000.0,1001264
19328,1,4608,54,2.0,,,1,0,2,19.0,6.0,0.0,1001264
19328,2,4608,60,1.0,25.0,1.0,1,1,1,16.0,1.0,18400.0,1001264
19328,3,4608,45,,,,5,10,1,16.0,6.0,16500.0,1001264
19491,1,4624,64,7.0,3.0,1.0,1,0,2,16.0,1.0,21000.0,1001264
19491,2,4624,69,1.0,,,1,1,1,17.0,6.0,21000.0,1001264
19528,1,4501,56,3.0,25.0,1.0,1,0,2,16.0,1.0,72000.0,1001264
19528,2,4501,62,6.0,,,1,1,1,17.0,6.0,740.0,1001264
19769,1,4631,43,1.0,25.0,1.0,5,0,2,22.0,1.0,63000.0,1001264
19769,2,4631,43,1.0,45.0,1.0,3,13,1,18.0,1.0,34600.0,1001264
19771,1,4621,23,1.0,90.0,1.0,5,0,2,16.0,1.0,45000.0,1001264
19771,2,4621,28,1.0,90.0,1.0,5,15,1,16.0,1.0,49000.0,1001264
19771,3,4621,23,1.0,30.0,1.0,5,15,2,20.0,1.0,42000.0,1001264
19791,1,4612,35,1.0,20.0,1.0,5,0,2,13.0,1.0,27000.0,1001264
19791,2,4612,6,,,,5,2,1,4.0,,,1001264
19791,3,4612,37,1.0,45.0,1.0,5,13,1,17.0,1.0,23000.0,1001264
19850,1,4613,26,1.0,2.0,10.0,5,0,1,22.0,1.0,41700.0,1001264
19954,1,4626,76,,,,2,0,2,14.0,6.0,9100.0,1001264
19957,1,4613,85,,,,2,0,2,21.0,6.0,34000.0,1001264
19986,1,4629,65,1.0,40.0,1.0,1,0,1,21.0,1.0,92000.0,1001264
19986,2,4629,58,1.0,40.0,1.0,1,1,2,19.0,1.0,53000.0,1001264
20049,1,4400,28,,,,5,16,1,17.0,6.0,0.0,1001264
20050,1,4611,48,,,,3,0,2,9.0,6.0,0.0,1001264
20050,2,4611,7,,,,5,2,2,5.0,,,1001264
20050,3,4611,11,,,,5,7,1,8.0,,,1001264
20050,4,4611,9,,,,5,7,1,6.0,,,1001264
20050,5,4611,39,1.0,10.0,1.0,5,13,1,6.0,1.0,13000.0,1001264
20084,1,4615,63,,,,4,0,2,6.0,6.0,0.0,1001264
20084,2,4615,42,1.0,30.0,1.0,3,2,2,16.0,1.0,42000.0,1001264
20084,3,4615,63,6.0,30.0,1.0,4,12,2,7.0,1.0,16400.0,1001264
20084,4,4615,50,6.0,30.0,1.0,4,12,2,10.0,1.0,30000.0,1001264
20113,1,4635,39,1.0,40.0,1.0,3,0,2,20.0,1.0,35900.0,1001264
20113,2,4635,10,,,,5,2,1,6.0,,,1001264
20181,1,4631,32,1.0,30.0,1.0,1,0,1,16.0,1.0,70000.0,1001264
20181,2,4631,37,1.0,,11.0,1,1,2,16.0,1.0,43800.0,1001264
20257,1,4803,54,1.0,15.0,1.0,1,0,1,16.0,1.0,47000.0,1001264
20257,2,4803,61,,,,1,1,2,12.0,6.0,0.0,1001264
20257,3,4803,30,1.0,10.0,1.0,1,2,1,19.0,1.0,50000.0,1001264
20258,1,4622,62,1.0,40.0,1.0,1,0,2,16.0,1.0,47200.0,1001264
