SERIALNO,SPORDER,PUMA,AGEP,COW,JWMNP,JWTR,MAR,RELP,SEX,SCHL,ESR,PINCP,ADJINC
1336483,2,4610,35,1.0,,,1,5,2,16.0,2.0,70000.0,1001264
1336483,3,4610,17,,,,5,7,2,15.0,6.0,0.0,1001264
1336483,4,4610,6,,,,5,7,1,3.0,,,1001264
1336483,5,4610,40,1.0,,,1,9,1,16.0,2.0,14000.0,1001264
1336524,1,4603,73,1.0,20.0,1.0,1,0,1,21.0,1.0,65000.0,1001264
1336524,2,4603,55,1.0,10.0,1.0,1,1,2,21.0,1.0,60000.0,1001264
1336724,1,4701,52,3.0,25.0,1.0,3,0,2,19.0,1.0,62000.0,1001264
1336768,1,4902,28,1.0,10.0,1.0,1,0,2,21.0,1.0,15500.0,1001264
1336768,2,4902,33,1.0,,,1,1,1,18.0,6.0,10000.0,1001264
1336768,3,4902,0,,,,5,2,1,,,,1001264
1336841,1,4614,40,3.0,30.0,1.0,1,0,1,24.0,1.0,90000.0,1001264
1336841,2,4614,35,1.0,20.0,1.0,1,1,2,24.0,1.0,120000.0,1001264
1336841,3,4614,4,,,,5,2,2,3.0,,,1001264
1336882,1,4605,80,1.0,,,1,0,1,19.0,6.0,29900.0,1001264
1336882,2,4605,73,,,,1,1,2,17.0,6.0,17300.0,1001264
1337091,1,4604,32,1.0,10.0,12.0,5,0,1,22.0,1.0,119000.0,1001264
1337091,2,4604,34,1.0,10.0,1.0,5,5,1,21.0,1.0,70000.0,1001264
1337176,1,4501,92,,,,2,16,2,15.0,6.0,14000.0,1001264
1337225,1,4904,45,4.0,20.0,1.0,1,0,2,21.0,1.0,54000.0,1001264
1337225,2,4904,50,3.0,45.0,1.0,1,1,1,21.0,1.0,64000.0,1001264
1337329,1,4613,26,1.0,5.0,1.0,1,0,2,21.0,1.0,107000.0,1001264
1337329,2,4613,28,1.0,15.0,1.0,1,1,1,21.0,1.0,60000.0,1001264
1337378,1,4503,67,6.0,,11.0,3,0,2,21.0,1.0,36200.0,1001264
1337378,2,4503,42,1.0,30.0,1.0,5,2,1,17.0,1.0,30000.0,1001264
1337378,3,4503,8,,,,5,7,2,5.0,,,1001264
1337386,1,4631,37,,,,3,0,2,19.0,6.0,6600.0,1001264
1337386,2,4631,15,,,,5,2,1,11.0,,0.0,1001264
1337564,1,4611,33,1.0,20.0,1.0,4,0,2,19.0,1.0,70000.0,1001264
1337564,2,4611,11,,,,5,2,1,8.0,,,1001264
1337592,1,4622,62,,,,1,0,1,21.0,6.0,82200.0,1001264
1337592,2,4622,63,,,,1,1,2,20.0,6.0,0.0,1001264
1337641,1,4621,78,,,,2,0,2,11.0,6.0,13000.0,1001264
1337830,1,4620,46,,,,1,0,2,21.0,6.0,10.0,1001264
1337830,2,4620,52,1.0,60.0,1.0,1,1,1,22.0,1.0,183020.0,1001264
1337830,3,4620,16,,,,5,2,1,13.0,6.0,0.0,1001264
1337830,4,4620,14,,,,5,2,2,11.0,,,1001264
1337830,5,4620,10,,,,5,2,2,7.0,,,1001264
1337830,6,4620,8,,,,5,2,1,4.0,,,1001264
1337860,1,4801,56,1.0,35.0,1.0,3,0,2,20.0,1.0,135000.0,1001264
1337860,2,4801,35,1.0,15.0,1.0,3,11,1,20.0,1.0,125000.0,1001264
1337860,3,4801,26,,,,5,11,2,20.0,6.0,0.0,1001264
1337860,4,4801,54,1.0,20.0,1.0,3,13,1,21.0,1.0,140000.0,1001264
1338091,1,4614,38,1.0,,,5,17,1,17.0,6.0,25000.0,1001264
1338157,1,4632,47,6.0,5.0,1.0,1,0,1,19.0,1.0,346000.0,1001264
1338157,2,4632,44,1.0,,11.0,1,1,2,19.0,1.0,29000.0,1001264
1338157,3,4632,19,1.0,25.0,1.0,5,2,2,19.0,1.0,16000.0,1001264
1338162,1,4608,43,1.0,35.0,1.0,5,0,1,9.0,1.0,18200.0,1001264
1338162,2,4608,14,,,,5,2,1,11.0,,,1001264
1338162,3,4608,11,,,,5,2,1,7.0,,,1001264
1338162,4,4608,21,1.0,35.0,1.0,5,4,1,14.0,1.0,16600.0,1001264
1338162,5,4608,43,,,,5,13,2,11.0,6.0,0.0,1001264
1338172,1,4621,70,1.0,,,1,0,1,21.0,6.0,44000.0,1001264
1338172,2,4621,59,1.0,15.0,1.0,1,1,2,16.0,1.0,24000.0,1001264
1338185,1,4609,67,,,,2,0,2,16.0,6.0,22800.0,1001264
1338185,2,4609,43,1.0,,,5,2,2,16.0,6.0,0.0,1001264
1338457,1,4635,61,1.0,30.0,1.0,1,0,2,19.0,1.0,9300.0,1001264
1338457,2,4635,60,1.0,30.0,1.0,1,1,1,19.0,1.0,526000.0,1001264
1338470,1,4611,46,1.0,10.0,1.0,3,0,1,18.0,1.0,85000.0,1001264
1338517,1,4618,69,4.0,,,2,0,2,17.0,6.0,2000.0,1001264
1338577,1,4638,45,1.0,30.0,1.0,5,0,2,19.0,1.0,47400.0,1001264
1338577,2,4638,20,1.0,30.0,1.0,5,2,1,16.0,1.0,10000.0,1001264
1338577,3,4638,15,,,,5,2,2,11.0,,0.0,1001264
1338577,4,4638,69,,,,3,6,2,19.0,6.0,10800.0,1001264
1338594,1,5000,21,1.0,159.0,12.0,5,17,1,19.0,1.0,13000.0,1001264
1338655,1,4400,41,3.0,12.0,1.0,1,0,2,18.0,1.0,12000.0,1001264
1338655,2,4400,41,1.0,2.0,1.0,1,1,1,11.0,1.0,65000.0,1001264
1338679,1,4616,44,1.0,45.0,1.0,1,0,1,18.0,1.0,82500.0,1001264
1338679,2,4616,40,2.0,20.0,1.0,1,1,2,21.0,1.0,78000.0,1001264
1338679,3,4616,7,,,,5,2,2,3.0,,,1001264
1338679,4,4616,5,,,,5,2,1,2.0,,,1001264
1338830,1,4803,49,5.0,15.0,1.0,3,0,2,17.0,1.0,78800.0,1001264
1338830,2,4803,32,1.0,,,3,2,2,18.0,6.0,9500.0,1001264
1338830,3,4803,8,,,,5,2,2,4.0,,,1001264
1338830,4,4803,11,,,,5,7,2,7.0,,,1001264
1338873,1,4603,20,,,,5,17,1,19.0,6.0,0.0,1001264
1338930,1,4605,32,,,,1,0,2,11.0,6.0,0.0,1001264
1338930,2,4605,32,1.0,15.0,1.0,1,1,1,16.0,1.0,40600.0,1001264
1338930,3,4605,11,,,,5,2,1,8.0,,,1001264
1338930,4,4605,9,,,,5,2,2,5.0,,,1001264
1338930,5,4605,4,,,,5,2,2,1.0,,,1001264
1338996,1,4613,40,1.0,25.0,1.0,1,0,1,22.0,1.0,100000.0,1001264
1338996,2,4613,36,,,,1,1,2,21.0,6.0,0.0,1001264
1338996,3,4613,6,,,,5,2,1,3.0,,,1001264
1338996,4,4613,4,,,,5,2,1,1.0,,,1001264
1339067,1,4635,34,1.0,,11.0,1,0,1,21.0,1.0,110360.0,1001264
1339067,2,4635,33,1.0,,,1,1,2,21.0,3.0,0.0,1001264
1339077,1,4625,24,1.0,,,1,16,1,13.0,6.0,0.0,1001264
1339194,1,4902,59,1.0,,,5,0,2,19.0,6.0,16300.0,1001264
1339422,1,4602,28,1.0,10.0,1.0,5,0,2,21.0,1.0,80000.0,1001264
1339422,2,4602,31,2.0,6.0,1.0,5,12,1,21.0,1.0,30000.0,1001264
1339491,1,4616,40,1.0,20.0,1.0,1,0,1,23.0,1.0,250000.0,1001264
1339491,2,4616,39,6.0,5.0,1.0,1,1,2,22.0,1.0,7500.0,1001264
1339491,3,4616,6,,,,5,2,2,2.0,,,1001264
1339491,4,4616,0,,,,5,2,1,,,,1001264
1339614,1,4620,34,1.0,20.0,1.0,1,0,1,19.0,1.0,120000.0,1001264
1339614,2,4620,36,1.0,10.0,1.0,1,1,2,11.0,1.0,5000.0,1001264
1339614,3,4620,9,,,,5,2,2,7.0,,,1001264
1339614,4,4620,7,,,,5,2,1,5.0,,,1001264
1339614,5,4620,2,,,,5,2,2,,,,1001264
1339740,1,4628,58,1.0,20.0,1.0,5,0,2,21.0,1.0,60000.0,1001264
1339761,1,4624,37,2.0,,11.0,4,0,2,16.0,1.0,74000.0,1001264
1339761,2,4624,3,,,,5,2,1,1.0,,,1001264
1339860,1,4802,55,,,,3,16,1,18.0,6.0,0.0,1001264
1339932,1,4627,29,6.0,,,5,0,1,21.0,2.0,44840.0,1001264
1339958,1,4631,61,1.0,45.0,1.0,1,0,1,16.0,1.0,100000.0,1001264
1339958,2,4631,51,1.0,25.0,1.0,1,1,2,21.0,1.0,55000.0,1001264
1339958,3,4631,24,1.0,45.0,1.0,3,4,1,19.0,1.0,35000.0,1001264
1339958,4,4631,2,,,,5,7,2,,,,1001264
1340005,1,4611,30,1.0,15.0,1.0,5,0,1,19.0,1.0,40000.0,1001264
1340093,1,4619,63,,,,1,0,2,16.0,6.0,7300.0,1001264
1340093,2,4619,31,,,,5,2,2,14.0,6.0,8700.0,1001264
1340093,3,4619,9,,,,5,7,2,6.0,,,1001264
1340093,4,4619,7,,,,5,7,2,4.0,,,1001264
1340095,1,4614,84,,,,4,0,2,16.0,6.0,5900.0,1001264
1340123,1,4626,44,1.0,4.0,12.0,1,0,2,22.0,1.0,30000.0,1001264
1340123,2,4626,39,1.0,15.0,1.0,1,1,1,21.0,1.0,70000.0,1001264
1340123,3,4626,22,1.0,15.0,1.0,5,2,1,19.0,1.0,10000.0,1001264
1340123,4,4626,12,,,,5,2,2,10.0,,,1001264
1340123,5,4626,19,,,,5,4,1,18.0,6.0,0.0,1001264
1340231,1,4400,62,6.0,,,1,0,1,19.0,6.0,79000.0,1001264
1340231,2,4400,60,1.0,42.0,1.0,1,1,2,19.0,1.0,40000.0,1001264
1340256,1,4606,50,1.0,30.0,1.0,1,0,2,20.0,1.0,31000.0,1001264
1340256,2,4606,50,1.0,20.0,1.0,1,1,1,20.0,1.0,22000.0,1001264
1340256,3,4606,13,,,,5,2,2,10.0,,,1001264
1340325,1,5000,85,,,,2,0,1,17.0,6.0,10800.0,1001264
1340421,1,4604,44,1.0,15.0,1.0,1,0,1,22.0,1.0,128000.0,1001264
1340421,2,4604,45,,,,1,1,2,21.0,6.0,0.0,1001264
1340614,1,5000,71,,,,1,0,1,21.0,6.0,54200.0,1001264
1340614,2,5000,70,,,,1,1,2,20.0,6.0,7400.0,1001264
1340755,1,4623,30,1.0,20.0,1.0,1,0,1,19.0,1.0,47620.0,1001264
1340755,2,4623,24,1.0,,,1,1,2,18.0,6.0,8000.0,1001264
1340755,3,4623,12,,,,5,2,2,8.0,,,1001264
1340755,4,4623,6,,,,5,2,2,1.0,,,1001264
1340755,5,4623,2,,,,5,2,2,,,,1001264
1340755,6,4623,0,,,,5,2,2,,,,1001264
1340935,1,4617,67,,,,5,0,1,16.0,6.0,16900.0,1001264
1341136,1,4803,58,,,,2,0,2,19.0,6.0,15000.0,1001264
1341144,1,4632,54,3.0,30.0,1.0,1,0,2,19.0,1.0,55000.0,1001264
1341144,2,4632,57,3.0,20.0,1.0,1,1,1,19.0,1.0,53000.0,1001264
1341193,1,4502,28,1.0,,11.0,1,0,2,21.0,1.0,53000.0,1001264
1341193,2,4502,29,1.0,40.0,1.0,1,1,1,21.0,1.0,75000.0,1001264
1341193,3,4502,0,,,,5,2,2,,,,1001264
1341299,1,4702,41,2.0,45.0,1.0,1,0,1,18.0,1.0,37000.0,1001264
1341299,2,4702,40,,,,1,1,2,21.0,6.0,0.0,1001264
1341299,3,4702,5,,,,5,2,2,1.0,,,1001264
1341299,4,4702,3,,,,5,2,2,1.0,,,1001264
1341306,1,4623,34,1.0,,,3,0,2,19.0,6.0,10800.0,1001264
1341306,2,4623,19,1.0,,,5,2,1,17.0,3.0,2000.0,1001264
1341306,3,4623,7,,,,5,2,1,4.0,,,1001264
1341419,1,4903,48,1.0,30.0,1.0,1,0,1,19.0,1.0,35000.0,1001264
1341419,2,4903,48,1.0,15.0,1.0,1,1,2,16.0,1.0,25000.0,1001264
1341419,3,4903,24,1.0,30.0,1.0,5,4,1,16.0,1.0,52000.0,1001264
1341419,4,4903,22,,,,5,4,2,16.0,6.0,0.0,1001264
1341419,5,4903,2,,,,5,7,2,,,,1001264
1341442,1,4626,20,1.0,15.0,1.0,5,0,2,15.0,1.0,4000.0,1001264
1341442,2,4626,18,1.0,60.0,1.0,5,5,1,17.0,1.0,20000.0,1001264
1341455,1,4629,40,1.0,20.0,1.0,1,0,1,22.0,1.0,84000.0,1001264
1341455,2,4629,44,1.0,15.0,1.0,1,1,2,22.0,1.0,48000.0,1001264
1341455,3,4629,11,,,,5,2,2,8.0,,,1001264
1341465,1,4501,72,,,,1,0,1,22.0,6.0,97600.0,1001264
1341465,2,4501,72,,,,1,1,2,21.0,6.0,0.0,1001264
1341493,1,4601,64,,,,5,0,2,19.0,6.0,19500.0,1001264
1341496,1,4629,47,1.0,,11.0,1,0,1,21.0,1.0,44000.0,1001264
1341496,2,4629,48,1.0,,,1,1,2,16.0,6.0,2000.0,1001264
1341496,3,4629,22,1.0,,11.0,1,2,2,16.0,1.0,5000.0,1001264
1341496,4,4629,17,1.0,20.0,1.0,5,2,1,14.0,1.0,500.0,1001264
1341498,1,4615,22,1.0,10.0,1.0,1,0,1,12.0,1.0,22000.0,1001264
1341498,2,4615,23,,,,1,1,2,10.0,6.0,0.0,1001264
1341498,3,4615,8,,,,5,2,1,4.0,,,1001264
1341498,4,4615,5,,,,5,2,2,1.0,,,1001264
1341498,5,4615,3,,,,5,2,2,1.0,,,1001264
1341624,1,4616,59,2.0,,,1,0,2,21.0,3.0,25200.0,1001264
1341624,2,4616,50,1.0,,,1,1,1,1.0,6.0,0.0,1001264
1341624,3,4616,24,1.0,40.0,1.0,5,10,1,19.0,1.0,12000.0,1001264
1341624,4,4616,22,1.0,40.0,1.0,5,11,2,18.0,1.0,12000.0,1001264
1341756,1,4802,92,,,,2,0,2,18.0,6.0,38904.0,1001264
1341756,2,4802,71,,,,3,2,1,22.0,6.0,24000.0,1001264
1341819,1,4634,65,1.0,,,1,0,1,16.0,6.0,2760.0,1001264
1341819,2,4634,59,,,,1,1,2,16.0,6.0,0.0,1001264
1341822,1,4627,92,,,,1,0,1,19.0,6.0,20600.0,1001264
1341834,1,4605,64,6.0,,,1,0,1,18.0,6.0,11600.0,1001264
1341834,2,4605,64,3.0,,,1,1,2,21.0,6.0,45800.0,1001264
1341933,1,4632,40,1.0,45.0,1.0,3,0,2,16.0,1.0,28800.0,1001264
1341933,2,4632,14,,,,5,2,2,10.0,,,1001264
1341947,1,4606,42,,,,1,0,2,12.0,6.0,0.0,1001264
1341947,2,4606,42,6.0,5.0,1.0,1,1,1,12.0,1.0,45000.0,1001264
1341947,3,4606,23,2.0,30.0,1.0,5,2,2,20.0,1.0,26800.0,1001264
1341947,4,4606,8,,,,5,2,2,5.0,,,1001264
1341974,1,4612,36,1.0,8.0,1.0,1,0,1,22.0,1.0,451000.0,1001264
1341974,2,4612,34,,,,1,1,2,21.0,6.0,0.0,1001264
1341974,3,4612,3,,,,5,2,2,2.0,,,1001264
1341974,4,4612,1,,,,5,2,1,,,,1001264
1342113,1,4904,56,,,,3,0,1,21.0,6.0,26000.0,1001264
1342113,2,4904,48,1.0,,,3,10,2,15.0,3.0,0.0,1001264
1342143,1,4638,31,3.0,80.0,2.0,5,0,2,21.0,1.0,46000.0,1001264
1342143,2,4638,27,,,,5,5,1,21.0,6.0,0.0,1001264
1342143,3,4638,52,1.0,40.0,2.0,4,6,2,19.0,1.0,25000.0,1001264
1342253,1,4702,33,1.0,45.0,1.0,1,0,2,23.0,1.0,56000.0,1001264
1342253,2,4702,0,,,,5,2,1,,,,1001264
1342286,1,4601,27,4.0,30.0,1.0,1,0,2,21.0,1.0,44000.0,1001264
1342286,2,4601,31,1.0,25.0,1.0,1,1,1,22.0,1.0,95000.0,1001264
1342369,1,4702,37,1.0,60.0,1.0,1,0,1,16.0,1.0,89000.0,1001264
1342369,2,4702,31,,,,1,1,2,9.0,6.0,0.0,1001264
1342369,3,4702,12,,,,5,2,2,10.0,,,1001264
1342369,4,4702,2,,,,5,2,1,,,,1001264
1342389,1,4601,46,6.0,40.0,1.0,5,0,1,19.0,1.0,8000.0,1001264
1342514,1,4903,83,,,,2,0,2,1.0,6.0,20400.0,1001264
1342514,2,4903,64,,,,3,2,1,14.0,6.0,0.0,1001264
1342550,1,4634,39,6.0,30.0,1.0,1,0,1,19.0,1.0,35000.0,1001264
1342550,2,4634,36,,,,1,1,2,15.0,6.0,0.0,1001264
1342550,3,4634,10,,,,5,2,2,7.0,,,1001264
1342550,4,4634,7,,,,5,2,2,5.0,,,1001264
1342550,5,4634,58,,,,4,10,2,12.0,6.0,190.0,1001264
1342560,1,5000,80,,,,2,0,1,21.0,6.0,374000.0,1001264
1342594,1,4625,22,,,,5,16,1,16.0,6.0,3600.0,1001264
1342648,1,4626,50,1.0,20.0,1.0,4,0,2,13.0,1.0,16000.0,1001264
1342648,2,4626,16,,,,5,2,2,12.0,6.0,0.0,1001264
1342727,1,4607,67,,,,1,0,1,16.0,6.0,42804.0,1001264
1342727,2,4607,67,,,,1,1,2,19.0,6.0,13504.0,1001264
1342797,1,4623,35,1.0,15.0,1.0,1,0,1,18.0,1.0,55000.0,1001264
1342797,2,4623,34,1.0,15.0,1.0,1,1,2,18.0,1.0,15000.0,1001264
1342797,3,4623,10,,,,5,2,1,6.0,,,1001264
1342797,4,4623,6,,,,5,2,1,2.0,,,1001264
1342797,5,4623,2,,,,5,2,1,,,,1001264
1342797,6,4623,14,,,,5,4,1,11.0,,,1001264
1342920,1,4603,22,1.0,15.0,1.0,5,17,2,19.0,1.0,3100.0,1001264
1342925,1,4400,55,3.0,,,1,0,2,16.0,6.0,48000.0,1001264
1342925,2,4400,57,,,,1,1,1,21.0,6.0,50000.0,1001264
1342933,1,4623,50,1.0,45.0,1.0,1,0,2,20.0,1.0,20000.0,1001264
1342933,2,4623,51,6.0,15.0,1.0,1,1,1,19.0,1.0,16000.0,1001264
1342933,3,4623,23,1.0,45.0,1.0,5,2,2,21.0,1.0,30000.0,1001264
1342971,1,4605,26,1.0,15.0,1.0,1,0,1,16.0,1.0,47000.0,1001264
1342971,2,4605,29,6.0,,,1,1,2,16.0,3.0,0.0,1001264
1342971,3,4605,6,,,,5,2,1,4.0,,,1001264
1342971,4,4605,5,,,,5,2,2,2.0,,,1001264
1342971,5,4605,12,,,,5,4,1,9.0,,,1001264
1342971,6,4605,10,,,,5,4,2,6.0,,,1001264
1343026,1,4634,60,7.0,23.0,1.0,3,0,1,18.0,1.0,16000.0,1001264
1343052,1,4611,37,,,,2,16,2,16.0,6.0,26300.0,1001264
1343278,1,4901,67,3.0,,,3,0,2,21.0,6.0,14000.0,1001264
1343291,1,4701,43,1.0,5.0,1.0,4,0,2,19.0,1.0,22600.0,1001264
1343291,2,4701,15,,,,5,2,2,12.0,,0.0,1001264
1343291,3,4701,13,,,,5,2,1,10.0,,,1001264
1343309,1,4502,47,1.0,159.0,1.0,3,0,1,20.0,1.0,85000.0,1001264
1343309,2,4502,39,2.0,30.0,1.0,3,13,2,21.0,1.0,50000.0,1001264
1343319,1,4608,60,1.0,15.0,1.0,1,0,1,16.0,1.0,30000.0,1001264
1343319,2,4608,54,,,,1,1,2,16.0,6.0,0.0,1001264
1343319,3,4608,21,,,,5,2,2,19.0,6.0,0.0,1001264
1343384,1,4701,78,,,,2,0,2,16.0,6.0,12200.0,1001264
1343384,2,4701,42,,,,4,2,1,16.0,6.0,0.0,1001264
1343427,1,4605,29,1.0,30.0,1.0,5,0,2,16.0,1.0,19000.0,1001264
1343427,2,4605,67,,,,1,6,2,5.0,6.0,0.0,1001264
1343427,3,4605,66,,,,1,6,1,12.0,6.0,7200.0,1001264
1343431,1,4608,34,1.0,30.0,1.0,5,0,2,18.0,1.0,14900.0,1001264
1343431,2,4608,53,9.0,,,3,6,2,16.0,3.0,0.0,1001264
1343615,1,4601,36,1.0,30.0,1.0,1,0,2,23.0,1.0,70000.0,1001264
1343615,2,4601,36,1.0,30.0,1.0,1,1,1,23.0,1.0,75000.0,1001264
1343615,3,4601,3,,,,5,2,1,1.0,,,1001264
1343615,4,4601,3,,,,5,2,1,1.0,,,1001264
1343622,1,4632,44,1.0,,,1,0,1,21.0,2.0,52000.0,1001264
1343622,2,4632,46,1.0,,,1,1,2,22.0,2.0,65000.0,1001264
1343622,3,4632,11,,,,5,2,2,8.0,,,1001264
1343622,4,4632,7,,,,5,2,2,4.0,,,1001264
1343747,1,4604,75,,,,5,0,2,22.0,6.0,16200.0,1001264
1343841,1,4617,76,6.0,3.0,1.0,4,0,2,19.0,1.0,1100.0,1001264
1343877,1,4628,55,4.0,60.0,1.0,1,0,1,21.0,1.0,50000.0,1001264
1344118,1,4635,43,3.0,45.0,1.0,1,0,2,21.0,1.0,50000.0,1001264
1344118,2,4635,44,1.0,50.0,1.0,1,1,1,22.0,1.0,100000.0,1001264
1344118,3,4635,15,,,,5,2,2,12.0,,0.0,1001264
1344118,4,4635,13,,,,5,2,1,10.0,,,1001264
1344285,1,4623,27,3.0,15.0,1.0,1,0,2,16.0,1.0,10000.0,1001264
1344285,2,4623,30,1.0,15.0,1.0,1,1,1,9.0,1.0,30300.0,1001264
1344285,3,4623,5,,,,5,2,1,1.0,,,1001264
1344325,1,4701,56,1.0,,,1,0,2,16.0,3.0,0.0,1001264
1344325,2,4701,62,6.0,30.0,1.0,1,1,1,16.0,1.0,10000.0,1001264
1344334,1,4623,80,,,,2,16,2,19.0,6.0,3600.0,1001264
1344335,1,4503,67,1.0,55.0,1.0,1,0,1,23.0,1.0,200000.0,1001264
1344335,2,4503,66,,,,1,1,2,21.0,6.0,11000.0,1001264
1344386,1,4702,49,5.0,20.0,1.0,1,0,2,22.0,1.0,140000.0,1001264
1344386,2,4702,59,1.0,45.0,1.0,1,1,1,9.0,1.0,32000.0,1001264
1344439,1,4606,51,1.0,25.0,1.0,1,0,1,9.0,1.0,57000.0,1001264
1344439,2,4606,49,,,,1,1,2,11.0,6.0,0.0,1001264
1344439,3,4606,22,1.0,,,5,2,1,20.0,2.0,2000.0,1001264
1344512,1,4609,32,1.0,40.0,1.0,1,0,1,22.0,1.0,183000.0,1001264
1344512,2,4609,30,1.0,30.0,1.0,1,1,2,21.0,1.0,190000.0,1001264
1344512,3,4609,2,,,,5,2,2,,,,1001264
1344636,1,4603,39,3.0,10.0,1.0,1,0,1,23.0,1.0,194400.0,1001264
1344636,2,4603,33,3.0,30.0,1.0,1,1,2,22.0,1.0,70000.0,1001264
1344636,3,4603,3,,,,5,2,2,2.0,,,1001264
1344640,1,4607,70,1.0,,,1,0,2,19.0,6.0,138000.0,1001264
1344700,1,4625,44,4.0,70.0,1.0,1,0,2,22.0,1.0,127200.0,1001264
1344700,2,4625,54,6.0,,,1,1,1,20.0,6.0,0.0,1001264
1344700,3,4625,14,,,,5,2,2,12.0,,,1001264
1344700,4,4625,11,,,,5,2,2,8.0,,,1001264
1344727,1,4502,40,3.0,15.0,1.0,5,0,2,22.0,1.0,58000.0,1001264
1344727,2,4502,0,,,,5,2,1,,,,1001264
1344761,1,4902,68,1.0,,11.0,1,0,1,21.0,1.0,112400.0,1001264
1344761,2,4902,63,1.0,,11.0,1,1,2,16.0,1.0,7930.0,1001264
1344761,3,4902,92,,,,2,6,2,1.0,6.0,8400.0,1001264
1344869,1,4636,48,1.0,,,3,17,1,19.0,6.0,7000.0,1001264
1344916,1,4618,37,1.0,20.0,1.0,1,0,1,18.0,1.0,49500.0,1001264
1344916,2,4618,29,,,,1,1,2,1.0,6.0,0.0,1001264
1344916,3,4618,15,,,,5,2,1,1.0,,0.0,1001264
1344916,4,4618,12,,,,5,2,2,10.0,,,1001264
1344916,5,4618,2,,,,5,2,1,,,,1001264
1345135,1,4609,56,1.0,,,3,0,1,20.0,3.0,12000.0,1001264
1345135,2,4609,74,,,,3,13,1,17.0,6.0,24000.0,1001264
1345137,1,4604,65,1.0,15.0,1.0,5,0,1,21.0,1.0,125500.0,1001264
1345179,1,4624,28,1.0,159.0,1.0,1,0,1,19.0,1.0,30500.0,1001264
1345179,2,4624,29,3.0,40.0,1.0,1,1,2,19.0,1.0,178000.0,1001264
1345179,3,4624,3,,,,5,2,2,1.0,,,1001264
1345217,1,4701,30,1.0,10.0,1.0,5,0,1,16.0,1.0,40000.0,1001264
1345217,2,4701,4,,,,5,2,1,1.0,,,1001264
1345217,3,4701,0,,,,5,2,1,,,,1001264
1345217,4,4701,53,,,,2,10,1,1.0,6.0,0.0,1001264
1345217,5,4701,25,9.0,,,5,13,2,15.0,3.0,0.0,1001264
1345254,1,4632,92,,,,2,0,2,21.0,6.0,34000.0,1001264
1345322,1,4623,43,7.0,,11.0,1,0,2,16.0,1.0,78000.0,1001264
1345322,2,4623,41,7.0,30.0,1.0,1,1,1,19.0,1.0,65000.0,1001264
1345322,3,4623,23,5.0,30.0,1.0,3,2,1,18.0,1.0,23800.0,1001264
1345343,1,4621,78,,,,2,0,1,22.0,6.0,39000.0,1001264
1345508,1,4607,35,1.0,15.0,1.0,1,0,2,20.0,1.0,6500.0,1001264
1345508,2,4607,38,1.0,15.0,1.0,1,1,1,17.0,1.0,10000.0,1001264
1345508,3,4607,12,,,,5,2,1,8.0,,,1001264
1345529,1,4604,45,1.0,25.0,1.0,1,0,1,22.0,1.0,451000.0,1001264
1345529,2,4604,35,,,,1,1,2,23.0,6.0,0.0,1001264
1345529,3,4604,5,,,,5,2,2,3.0,,,1001264
1345529,4,4604,4,,,,5,2,2,1.0,,,1001264
1345542,1,4625,33,1.0,,,5,16,1,17.0,6.0,0.0,1001264
1345604,1,4702,64,,,,1,0,2,19.0,6.0,13100.0,1001264
1345604,2,4702,68,1.0,50.0,1.0,1,1,1,21.0,1.0,231500.0,1001264
1345868,1,4613,27,1.0,20.0,1.0,1,0,2,21.0,1.0,41100.0,1001264
1345868,2,4613,1,,,,5,2,2,,,,1001264
1346051,1,4702,59,7.0,,,1,0,1,21.0,3.0,50200.0,1001264
1346051,2,4702,59,1.0,45.0,1.0,1,1,2,20.0,1.0,30000.0,1001264
1346051,3,4702,20,1.0,5.0,1.0,5,3,1,16.0,1.0,9600.0,1001264
1346150,1,4630,61,4.0,2.0,10.0,1,0,2,19.0,1.0,18000.0,1001264
1346150,2,4630,64,1.0,20.0,1.0,1,1,1,22.0,1.0,24000.0,1001264
1346158,1,4618,28,1.0,45.0,1.0,5,0,2,21.0,1.0,29000.0,1001264
1346158,2,4618,31,1.0,45.0,1.0,5,5,2,16.0,1.0,20000.0,1001264
1346163,1,4502,51,,,,1,0,2,16.0,6.0,0.0,1001264
1346163,2,4502,59,7.0,,11.0,1,1,1,21.0,1.0,40000.0,1001264
1346163,3,4502,25,1.0,,,5,2,1,19.0,3.0,0.0,1001264
1346178,1,4701,29,2.0,5.0,1.0,1,0,1,23.0,1.0,50000.0,1001264
1346189,1,4623,25,1.0,5.0,1.0,5,0,1,13.0,1.0,32000.0,1001264
1346189,2,4623,5,,,,5,2,2,1.0,,,1001264
1346189,3,4623,32,1.0,15.0,1.0,5,13,2,19.0,1.0,30000.0,1001264
1346254,1,4618,73,1.0,30.0,1.0,1,0,1,16.0,1.0,70004.0,1001264
1346254,2,4618,60,1.0,45.0,1.0,1,1,2,16.0,1.0,19000.0,1001264
1346254,3,4618,41,,,,5,2,1,16.0,6.0,14700.0,1001264
1346424,1,4635,69,,,,1,0,1,1.0,6.0,58000.0,1001264
1346424,2,4635,67,4.0,45.0,1.0,5,10,2,15.0,1.0,138000.0,1001264
1346689,1,5000,65,,,,1,0,1,23.0,6.0,22000.0,1001264
1346689,2,5000,64,,,,1,1,2,21.0,6.0,10000.0,1001264
1346709,1,4620,77,,,,1,0,1,16.0,6.0,63700.0,1001264
1346709,2,4620,74,,,,1,1,2,16.0,6.0,22100.0,1001264
