SERIALNO,PUMA,NP,VEH,HHT,HINCP,HUPAC,WIF
203909,4620,5,2.0,1.0,30000.0,3.0,1.0
203916,4701,4,1.0,1.0,67800.0,1.0,2.0
204036,4502,1,2.0,4.0,15000.0,4.0,
204041,4609,1,1.0,4.0,35800.0,4.0,
204057,4803,2,1.0,1.0,23000.0,4.0,1.0
204124,5000,4,2.0,1.0,54000.0,3.0,2.0
204235,4625,0,,,,,
204351,4618,2,2.0,2.0,95000.0,4.0,2.0
204573,4605,2,2.0,3.0,48000.0,4.0,1.0
204595,4607,2,2.0,1.0,35900.0,4.0,1.0
204634,4617,5,2.0,1.0,38000.0,2.0,1.0
204638,4634,2,2.0,1.0,468400.0,4.0,1.0
204778,4608,4,2.0,1.0,90000.0,2.0,1.0
204785,4613,0,,,,,
204806,4701,1,1.0,4.0,43000.0,4.0,
204976,4501,4,2.0,1.0,29900.0,2.0,3.0
205098,4637,0,,,,,
205099,4400,1,,,,,
205229,4905,4,2.0,1.0,110000.0,1.0,1.0
205352,4632,2,1.0,1.0,19300.0,4.0,1.0
205433,4604,2,2.0,7.0,85000.0,4.0,
205441,4637,1,1.0,6.0,860.0,4.0,
205583,4701,1,,,,,
205674,4611,2,1.0,1.0,43400.0,4.0,1.0
205679,5000,1,,,,,
205811,4620,4,3.0,1.0,71000.0,2.0,2.0
205841,4603,3,4.0,1.0,99000.0,4.0,1.0
205875,4607,5,1.0,3.0,12000.0,3.0,1.0
205901,4803,3,2.0,1.0,61700.0,2.0,2.0
206045,4608,1,0.0,6.0,0.0,4.0,
206186,4608,2,1.0,3.0,6000.0,4.0,1.0
206327,4636,0,,,,,
206429,4628,4,4.0,1.0,95600.0,4.0,1.0
206558,4502,4,1.0,1.0,180000.0,3.0,1.0
206642,4608,2,1.0,2.0,3200.0,4.0,1.0
206773,4612,2,1.0,7.0,59800.0,4.0,
206783,4603,5,2.0,1.0,83000.0,3.0,2.0
206805,4626,4,1.0,3.0,12000.0,3.0,1.0
206809,4625,1,1.0,4.0,40000.0,4.0,
206906,4400,3,1.0,3.0,13300.0,2.0,1.0
206919,4701,1,,,,,
206954,4604,1,1.0,6.0,34600.0,4.0,
206964,4903,1,1.0,6.0,19800.0,4.0,
207044,4617,1,2.0,4.0,19600.0,4.0,
207079,4616,3,2.0,2.0,61000.0,2.0,1.0
207166,4602,9,2.0,3.0,45200.0,2.0,3.0
207192,4603,1,,,,,
207238,4801,4,2.0,1.0,145000.0,1.0,2.0
207316,5000,2,2.0,1.0,60100.0,4.0,1.0
207711,4612,2,2.0,1.0,666000.0,4.0,1.0
207780,4601,4,1.0,3.0,28400.0,2.0,1.0
207882,4631,1,1.0,6.0,22180.0,4.0,
207903,4602,1,0.0,6.0,25000.0,4.0,
208166,4612,0,,,,,
208348,4701,2,2.0,1.0,40750.0,4.0,1.0
208357,4602,1,1.0,6.0,9600.0,4.0,
208383,4701,1,1.0,4.0,53700.0,4.0,
208414,5000,1,,,,,
208590,4623,1,1.0,6.0,20400.0,4.0,
208611,4633,3,2.0,1.0,95000.0,1.0,2.0
208638,4702,4,2.0,1.0,127000.0,1.0,2.0
208659,4602,1,1.0,4.0,59000.0,4.0,
208819,4602,1,1.0,4.0,60000.0,4.0,
208976,4803,2,2.0,1.0,46500.0,4.0,0.0
209027,4635,2,1.0,1.0,123000.0,4.0,0.0
209100,4631,5,3.0,1.0,123000.0,2.0,1.0
209241,4632,5,5.0,1.0,32300.0,2.0,3.0
209305,4905,3,3.0,1.0,77930.0,4.0,2.0
209350,4701,3,3.0,1.0,69000.0,1.0,1.0
209380,4502,1,,,,,
209392,5000,1,1.0,4.0,68000.0,4.0,
209616,4701,0,,,,,
209689,4638,2,2.0,1.0,62400.0,4.0,2.0
209854,4803,1,0.0,6.0,12500.0,4.0,
209899,4626,5,3.0,1.0,88000.0,3.0,3.0
210035,4634,2,2.0,1.0,110000.0,4.0,2.0
210039,4701,1,0.0,6.0,7700.0,4.0,
210089,4626,1,0.0,4.0,41000.0,4.0,
210167,4400,2,1.0,3.0,104800.0,4.0,1.0
210169,4608,6,1.0,1.0,50000.0,3.0,1.0
210271,4603,2,2.0,1.0,88000.0,4.0,2.0
210381,4801,6,2.0,1.0,95000.0,3.0,3.0
210383,4619,4,2.0,1.0,53400.0,2.0,1.0
210472,4617,3,2.0,1.0,157000.0,4.0,3.0
210483,4619,3,1.0,3.0,104000.0,2.0,2.0
210530,4612,1,1.0,4.0,32300.0,4.0,
210553,4620,2,2.0,1.0,110010.0,4.0,2.0
210619,4635,4,5.0,1.0,148000.0,4.0,3.0
210657,4629,1,1.0,6.0,0.0,4.0,
210679,4400,0,,,,,
210703,4621,5,3.0,1.0,148000.0,2.0,2.0
210762,4624,4,3.0,1.0,85001.0,2.0,1.0
210793,4632,5,1.0,3.0,85000.0,3.0,1.0
210875,4902,3,3.0,1.0,203000.0,2.0,1.0
211017,4634,3,3.0,1.0,70000.0,1.0,1.0
211049,4603,1,1.0,4.0,127000.0,4.0,
211202,4625,3,3.0,1.0,163500.0,4.0,3.0
211267,5000,0,,,,,
211269,4614,5,2.0,1.0,126000.0,2.0,2.0
211321,4603,1,,,,,
211343,4903,1,,,,,
211355,4610,2,2.0,7.0,46200.0,4.0,
211375,4701,1,2.0,6.0,37000.0,4.0,
211493,4901,2,1.0,3.0,75000.0,2.0,1.0
211666,4626,5,2.0,1.0,79000.0,3.0,2.0
211732,4607,1,1.0,4.0,45000.0,4.0,
211801,4604,3,3.0,7.0,232000.0,4.0,
211931,4617,1,1.0,6.0,19600.0,4.0,
212198,4612,1,1.0,6.0,18500.0,4.0,
212223,4612,2,3.0,1.0,170000.0,4.0,2.0
212224,4632,4,3.0,1.0,511000.0,2.0,2.0
212357,4608,2,4.0,2.0,26000.0,4.0,2.0
212407,4603,1,,,,,
212468,4615,3,3.0,1.0,99000.0,4.0,3.0
212511,4803,2,2.0,1.0,154000.0,4.0,1.0
212518,4621,4,1.0,3.0,0.0,3.0,0.0
212605,5000,1,1.0,6.0,40000.0,4.0,
212769,4503,1,2.0,6.0,42800.0,4.0,
212859,4606,4,1.0,3.0,21500.0,2.0,2.0
212911,4620,3,2.0,1.0,111000.0,4.0,2.0
213003,4621,2,2.0,1.0,175000.0,4.0,2.0
213028,4621,1,1.0,6.0,23000.0,4.0,
213090,4502,5,2.0,1.0,77000.0,2.0,2.0
213127,4635,2,2.0,5.0,133000.0,4.0,
213224,4618,0,,,,,
213287,4603,1,1.0,4.0,14900.0,4.0,
213461,4626,1,2.0,4.0,36000.0,4.0,
213478,5000,1,,,,,
213528,4903,5,4.0,2.0,21200.0,3.0,1.0
213737,4613,1,1.0,4.0,50000.0,4.0,
213772,4803,1,,,,,
214027,4603,4,2.0,3.0,56000.0,3.0,2.0
214148,4609,1,1.0,4.0,14000.0,4.0,
214152,4604,1,1.0,6.0,18600.0,4.0,
214292,4903,1,1.0,6.0,45000.0,4.0,
214403,4603,1,1.0,4.0,70600.0,4.0,
214409,4609,4,2.0,1.0,240000.0,1.0,2.0
214436,4702,0,,,,,
214533,4628,2,3.0,1.0,244000.0,4.0,1.0
214589,4613,1,1.0,6.0,80000.0,4.0,
214594,4635,3,3.0,1.0,305350.0,4.0,3.0
214729,4904,1,1.0,4.0,95000.0,4.0,
215065,4602,1,1.0,6.0,18000.0,4.0,
215106,4610,2,2.0,1.0,53200.0,4.0,1.0
215190,4701,1,,,,,
215196,4903,5,3.0,1.0,74400.0,1.0,1.0
215226,4622,3,3.0,1.0,160900.0,4.0,3.0
215245,4503,2,2.0,1.0,157800.0,4.0,0.0
215359,4614,1,1.0,4.0,38000.0,4.0,
215390,4601,1,1.0,6.0,40000.0,4.0,
215601,4601,3,1.0,3.0,12000.0,4.0,1.0
215611,4628,1,1.0,6.0,15910.0,4.0,
215768,4803,2,3.0,1.0,85000.0,4.0,1.0
215798,4904,3,2.0,7.0,31000.0,4.0,
215801,4608,5,6.0,1.0,123000.0,2.0,3.0
215819,4615,3,0.0,1.0,10000.0,1.0,1.0
215949,4607,1,2.0,6.0,45000.0,4.0,
215984,4701,1,0.0,4.0,11300.0,4.0,
216165,4620,1,1.0,6.0,38800.0,4.0,
216203,4636,1,1.0,4.0,200000.0,4.0,
216204,4613,2,2.0,1.0,219000.0,4.0,0.0
216289,4400,1,,,,,
216363,4632,2,2.0,1.0,145000.0,4.0,1.0
216374,4604,1,1.0,6.0,170000.0,4.0,
216382,4501,1,1.0,6.0,17420.0,4.0,
216477,4615,1,1.0,4.0,32000.0,4.0,
216573,4616,2,2.0,1.0,164000.0,4.0,2.0
216782,4605,2,2.0,7.0,38400.0,4.0,
216864,4803,1,0.0,4.0,40400.0,4.0,
216978,4802,4,2.0,3.0,39000.0,4.0,3.0
216994,4701,0,,,,,
217015,5000,1,,,,,
217037,4605,1,2.0,4.0,104000.0,4.0,
217146,4606,2,2.0,7.0,100000.0,4.0,
217174,4632,3,2.0,1.0,155000.0,1.0,2.0
217358,4501,3,3.0,1.0,107000.0,4.0,3.0
217389,4629,1,1.0,4.0,181000.0,4.0,
217648,4611,1,0.0,6.0,31200.0,4.0,
217721,4638,3,2.0,1.0,129000.0,4.0,3.0
217737,4616,3,2.0,1.0,155050.0,1.0,2.0
217766,4701,2,2.0,1.0,145000.0,4.0,2.0
217782,4501,4,0.0,2.0,162000.0,2.0,1.0
217798,4619,1,1.0,4.0,72000.0,4.0,
217805,4626,2,2.0,1.0,77000.0,4.0,2.0
217841,4618,2,1.0,3.0,20300.0,4.0,1.0
217868,4603,2,0.0,5.0,43000.0,4.0,
217912,5000,1,2.0,6.0,45000.0,4.0,
218067,4626,2,1.0,3.0,26000.0,2.0,1.0
218090,4601,1,1.0,6.0,3500.0,4.0,
218109,4611,4,1.0,3.0,18300.0,2.0,2.0
218125,4614,4,1.0,1.0,99800.0,3.0,2.0
218225,4803,0,,,,,
218595,4611,1,1.0,6.0,20600.0,4.0,
218635,4616,1,1.0,4.0,80000.0,4.0,
218656,4627,3,2.0,1.0,97500.0,4.0,1.0
218658,4503,1,1.0,4.0,481000.0,4.0,
218670,4624,3,2.0,1.0,147600.0,1.0,2.0
218740,4636,1,2.0,4.0,120000.0,4.0,
218741,4624,4,4.0,1.0,84800.0,4.0,3.0
218765,4905,5,5.0,1.0,68300.0,2.0,3.0
218809,4701,2,1.0,7.0,17600.0,4.0,
218810,4901,1,1.0,6.0,49000.0,4.0,
218846,4400,1,,,,,
218907,4608,4,1.0,2.0,12000.0,1.0,1.0
218914,4638,4,3.0,1.0,103330.0,2.0,2.0
218919,4624,1,0.0,6.0,22300.0,4.0,
219117,4636,1,0.0,4.0,65000.0,4.0,
219163,4802,2,3.0,1.0,75700.0,4.0,1.0
219186,4621,1,,,,,
219196,4400,4,1.0,1.0,67200.0,4.0,0.0
219335,4603,2,2.0,7.0,109000.0,4.0,
219397,4801,3,2.0,1.0,79200.0,1.0,2.0
219503,4636,2,2.0,1.0,125000.0,4.0,2.0
219583,4621,1,1.0,6.0,46000.0,4.0,
219769,4905,2,2.0,1.0,151000.0,4.0,1.0
219866,4902,3,2.0,3.0,105000.0,2.0,1.0
219868,4501,5,2.0,1.0,52300.0,2.0,3.0
219916,4701,1,2.0,6.0,24000.0,4.0,
219963,4802,2,2.0,1.0,41000.0,4.0,2.0
219994,4803,0,,,,,
220051,5000,2,2.0,1.0,65300.0,4.0,2.0
220110,4626,1,1.0,4.0,24000.0,4.0,
220267,5000,2,2.0,1.0,155000.0,4.0,2.0
220345,4619,6,2.0,3.0,59300.0,2.0,2.0
220361,4609,3,3.0,1.0,72200.0,4.0,1.0
220464,4636,7,3.0,1.0,90900.0,1.0,3.0
220480,4603,1,2.0,4.0,104200.0,4.0,
220558,4609,4,2.0,1.0,200400.0,3.0,1.0
220624,4630,4,2.0,1.0,386000.0,2.0,1.0
220682,4702,2,2.0,1.0,128610.0,4.0,1.0
220704,4619,3,2.0,3.0,58000.0,2.0,1.0
220976,4701,0,,,,,
221028,4630,6,3.0,1.0,270000.0,3.0,2.0
221113,4607,5,2.0,1.0,43200.0,2.0,2.0
221237,4630,5,2.0,1.0,176500.0,2.0,3.0
221314,4630,2,2.0,1.0,100000.0,4.0,2.0
221355,4603,1,,,,,
221413,4622,4,4.0,1.0,133000.0,4.0,3.0
221444,5000,2,2.0,1.0,29100.0,4.0,1.0
221523,4902,2,2.0,1.0,132200.0,4.0,1.0
221573,4631,2,2.0,3.0,60200.0,4.0,1.0
221589,4609,1,1.0,6.0,28600.0,4.0,
221623,4618,2,0.0,7.0,44800.0,4.0,
221651,4629,2,2.0,3.0,83100.0,4.0,2.0
221778,4610,5,2.0,1.0,100000.0,3.0,2.0
221789,4629,2,2.0,1.0,61800.0,4.0,1.0
221859,4624,6,4.0,1.0,67000.0,3.0,2.0
221997,4603,1,1.0,4.0,49000.0,4.0,
222024,4503,3,1.0,1.0,283000.0,1.0,2.0
222090,4801,2,1.0,7.0,6000.0,4.0,
222246,4626,8,1.0,3.0,44200.0,3.0,2.0
222295,4629,3,3.0,1.0,131030.0,2.0,2.0
222312,4608,3,3.0,1.0,39000.0,2.0,2.0
222391,4903,1,,,,,
222597,4606,1,,,,,
222753,5000,1,,,,,
222769,5000,1,,,,,
222819,4701,0,,,,,
222872,4627,3,3.0,1.0,126000.0,4.0,3.0
222915,4701,3,2.0,1.0,165000.0,4.0,2.0
223093,4632,5,2.0,1.0,145000.0,3.0,1.0
223161,4624,1,1.0,6.0,26800.0,4.0,
223210,4603,1,,,,,
223352,4801,5,2.0,1.0,424000.0,3.0,2.0
223423,4802,2,2.0,2.0,58000.0,4.0,2.0
223560,4614,3,1.0,1.0,48500.0,1.0,2.0
223570,4607,2,2.0,5.0,44400.0,4.0,
223712,4602,0,,,,,
223729,4618,5,3.0,1.0,155000.0,2.0,3.0
223772,4638,2,1.0,7.0,20300.0,4.0,
223796,4631,1,1.0,4.0,50000.0,4.0,
223812,4608,5,1.0,1.0,24000.0,3.0,1.0
223814,4502,1,1.0,4.0,27000.0,4.0,
223867,4503,2,3.0,7.0,466650.0,4.0,
224029,4617,2,3.0,1.0,94000.0,4.0,2.0
224075,4603,1,1.0,6.0,34200.0,4.0,
224076,4602,1,,,,,
224083,4631,4,1.0,3.0,22000.0,2.0,1.0
224105,5000,4,2.0,1.0,52000.0,2.0,2.0
224144,4701,2,1.0,3.0,20000.0,2.0,1.0
224281,4604,2,2.0,3.0,60200.0,4.0,2.0
224324,4637,2,2.0,1.0,235000.0,4.0,2.0
224340,4619,3,3.0,1.0,136200.0,4.0,1.0
224372,4606,2,0.0,3.0,14800.0,4.0,0.0
224387,4619,3,2.0,1.0,73000.0,4.0,3.0
224434,4614,4,2.0,1.0,255000.0,2.0,2.0
224524,4701,2,2.0,1.0,62200.0,4.0,2.0
224534,4616,3,3.0,1.0,29000.0,2.0,1.0
224737,4905,3,2.0,1.0,105000.0,2.0,2.0
224742,4612,2,2.0,1.0,212200.0,4.0,2.0
224779,4616,6,6.0,1.0,159000.0,2.0,3.0
224860,5000,2,1.0,5.0,24000.0,4.0,
224942,4610,2,1.0,5.0,47600.0,4.0,
224970,5000,1,,,,,
225037,5000,3,1.0,2.0,24000.0,2.0,1.0
225148,4802,1,,,,,
225185,4616,4,3.0,3.0,15600.0,3.0,0.0
225392,4601,2,2.0,1.0,121000.0,4.0,2.0
225578,4618,5,1.0,3.0,360.0,3.0,0.0
225598,4630,1,1.0,6.0,88000.0,4.0,
225668,4637,5,3.0,1.0,90000.0,2.0,2.0
225721,4614,1,1.0,6.0,3620.0,4.0,
225805,4612,2,2.0,3.0,60800.0,4.0,1.0
226287,4503,4,2.0,1.0,185100.0,3.0,2.0
226305,4612,4,1.0,2.0,28000.0,3.0,1.0
226377,4503,2,2.0,1.0,285000.0,4.0,2.0
226380,4628,2,2.0,1.0,66700.0,4.0,1.0
226413,4803,0,,,,,
226496,4619,1,3.0,4.0,62000.0,4.0,
226498,4632,2,2.0,1.0,101300.0,4.0,1.0
226701,4632,4,3.0,1.0,215700.0,2.0,2.0
226888,4901,2,2.0,3.0,51100.0,4.0,1.0
227134,4615,5,2.0,1.0,63000.0,3.0,2.0
227237,4613,1,1.0,4.0,135000.0,4.0,
227255,4501,1,1.0,4.0,34600.0,4.0,
227267,4638,4,1.0,1.0,15000.0,1.0,1.0
227525,4616,1,1.0,4.0,30000.0,4.0,
227601,4604,0,,,,,
227622,4803,2,1.0,7.0,29500.0,4.0,
227769,4400,0,,,,,
227815,4637,3,2.0,1.0,110200.0,1.0,2.0
227869,4616,0,,,,,
227875,4701,1,,,,,
227903,4627,3,1.0,3.0,70000.0,2.0,1.0
227943,4903,3,2.0,1.0,205000.0,2.0,1.0
228003,4801,2,3.0,1.0,227010.0,4.0,2.0
228081,5000,0,,,,,
228151,4803,2,1.0,2.0,17500.0,4.0,0.0
228223,4702,3,3.0,3.0,64000.0,4.0,2.0
228413,4615,7,5.0,1.0,75500.0,2.0,1.0
228425,4501,1,2.0,4.0,44000.0,4.0,
228501,5000,1,1.0,6.0,64400.0,4.0,
228518,4701,0,,,,,
228524,4901,3,4.0,1.0,80540.0,4.0,3.0
228665,5000,1,,,,,
228827,4624,1,1.0,4.0,2500.0,4.0,
228878,4631,1,1.0,4.0,120000.0,4.0,
228917,4901,2,3.0,1.0,100000.0,4.0,2.0
228923,4613,2,1.0,3.0,43000.0,2.0,1.0
229084,4901,4,2.0,1.0,140000.0,2.0,2.0
229136,4637,5,1.0,1.0,0.0,1.0,0.0
229211,4623,2,2.0,5.0,122000.0,4.0,
229279,4629,1,,,,,
229317,4628,1,1.0,6.0,62870.0,4.0,
229487,4632,1,1.0,6.0,89000.0,4.0,
229527,4504,1,1.0,4.0,0.0,4.0,
229537,4621,0,,,,,
229566,4620,0,,,,,
229607,5000,2,3.0,5.0,82000.0,4.0,
229637,4701,0,,,,,
229833,4631,2,2.0,1.0,160000.0,4.0,2.0
229870,4605,1,1.0,4.0,53100.0,4.0,
229948,5000,0,,,,,
229956,4803,5,3.0,1.0,85000.0,4.0,3.0
229998,4606,3,1.0,3.0,30000.0,4.0,1.0
230092,4503,4,1.0,3.0,63000.0,2.0,1.0
230190,4621,2,2.0,1.0,43700.0,4.0,0.0
230280,4801,1,1.0,4.0,77000.0,4.0,
230320,4603,3,1.0,1.0,63000.0,4.0,1.0
230575,4400,1,0.0,6.0,15600.0,4.0,
230712,4701,0,,,,,
230751,4606,3,4.0,1.0,66000.0,4.0,2.0
230896,5000,2,2.0,5.0,88000.0,4.0,
230997,4504,4,2.0,1.0,97900.0,2.0,3.0
231152,4637,2,1.0,3.0,84000.0,4.0,2.0
231243,4604,1,1.0,6.0,69304.0,4.0,
231257,4701,2,1.0,3.0,38000.0,2.0,1.0
231300,4618,4,2.0,1.0,26000.0,2.0,2.0
231314,4622,8,3.0,1.0,67000.0,3.0,2.0
231426,4905,7,3.0,1.0,343890.0,2.0,3.0
231461,4603,2,2.0,1.0,455900.0,4.0,2.0
231617,5000,1,,,,,
231734,4608,3,3.0,1.0,30030.0,2.0,1.0
231735,4803,2,2.0,1.0,100000.0,4.0,2.0
231762,4614,1,1.0,6.0,136500.0,4.0,
231851,4605,1,1.0,4.0,24300.0,4.0,
231906,4803,2,1.0,1.0,10000.0,4.0,1.0
231912,4901,6,4.0,1.0,72000.0,2.0,2.0
232039,4905,4,3.0,1.0,66000.0,2.0,2.0
232111,4609,4,2.0,1.0,150000.0,2.0,2.0
232210,4614,4,1.0,1.0,16800.0,1.0,2.0
232316,4611,3,2.0,2.0,50000.0,1.0,1.0
232362,4609,1,0.0,4.0,9200.0,4.0,
232384,4502,6,4.0,1.0,116500.0,2.0,3.0
232456,4603,1,1.0,4.0,42000.0,4.0,
232488,4903,2,2.0,1.0,216000.0,4.0,1.0
232516,4616,1,,,,,
232551,4633,2,2.0,1.0,134200.0,4.0,1.0
232573,4602,2,1.0,3.0,44600.0,2.0,1.0
232822,4610,6,4.0,1.0,68600.0,2.0,3.0
232858,4801,4,2.0,1.0,83800.0,3.0,1.0
232921,4632,4,2.0,1.0,136000.0,2.0,2.0
232922,4625,2,2.0,1.0,97000.0,4.0,0.0
232954,4905,2,3.0,1.0,125400.0,4.0,0.0
232980,4614,1,1.0,6.0,47000.0,4.0,
233104,4620,9,3.0,3.0,65300.0,3.0,2.0
233119,4400,1,1.0,6.0,109000.0,4.0,
233170,4901,2,2.0,1.0,100000.0,4.0,2.0
233438,4616,0,,,,,
233623,4617,3,2.0,3.0,79600.0,4.0,1.0
233647,4701,0,,,,,
233659,4607,1,0.0,6.0,13600.0,4.0,
233692,4904,2,1.0,2.0,77000.0,2.0,1.0
233750,4615,3,2.0,3.0,80000.0,1.0,1.0
233841,4701,2,1.0,5.0,25200.0,4.0,
233980,4803,5,2.0,1.0,76400.0,3.0,1.0
234019,4609,3,1.0,3.0,22000.0,2.0,1.0
234025,4626,4,2.0,1.0,27700.0,2.0,2.0
234043,5000,1,1.0,4.0,40000.0,4.0,
234050,4613,1,1.0,4.0,3000.0,4.0,
234074,4701,1,1.0,6.0,25600.0,4.0,
234087,4901,4,4.0,1.0,220000.0,4.0,3.0
234134,4902,3,3.0,3.0,83800.0,2.0,1.0
234184,4616,3,2.0,1.0,90000.0,1.0,2.0
234265,4501,4,3.0,1.0,56000.0,2.0,1.0
234274,4902,4,5.0,1.0,476000.0,2.0,1.0
234400,4631,2,3.0,1.0,93400.0,4.0,2.0
234520,4603,1,,,,,
234569,4603,2,1.0,3.0,8800.0,1.0,0.0
234664,4613,2,2.0,1.0,313100.0,4.0,1.0
234747,4618,2,2.0,3.0,54800.0,4.0,1.0
234842,4502,0,,,,,
234845,4902,3,1.0,1.0,83660.0,4.0,0.0
234970,4615,6,2.0,1.0,17000.0,3.0,1.0
234996,4601,2,3.0,1.0,183000.0,4.0,2.0
235043,4501,0,,,,,
235098,4619,1,4.0,4.0,62700.0,4.0,
235182,4638,1,1.0,6.0,33100.0,4.0,
235218,4501,3,1.0,1.0,71000.0,2.0,1.0
235298,4602,6,2.0,1.0,119000.0,3.0,2.0
235332,4702,4,2.0,1.0,145000.0,3.0,2.0
235334,4903,2,1.0,3.0,50000.0,4.0,1.0
235427,4623,2,2.0,1.0,59020.0,4.0,0.0
235461,4636,5,3.0,1.0,55800.0,3.0,3.0
235544,4504,2,1.0,1.0,29400.0,4.0,0.0
235572,4702,2,4.0,1.0,50000.0,4.0,0.0
235605,4627,1,1.0,4.0,58050.0,4.0,
235609,4633,2,1.0,3.0,60400.0,4.0,1.0
235672,4905,1,,,,,
235720,4613,1,0.0,6.0,20000.0,4.0,
235733,5000,2,2.0,5.0,0.0,4.0,
235749,4632,4,2.0,1.0,74500.0,3.0,2.0
235765,4802,1,1.0,6.0,22000.0,4.0,
235822,4605,3,1.0,1.0,53000.0,4.0,2.0
235840,4624,1,1.0,6.0,47000.0,4.0,
236054,4609,3,2.0,1.0,100000.0,4.0,3.0
236093,4504,4,2.0,1.0,117000.0,2.0,2.0
236134,4504,1,1.0,4.0,54000.0,4.0,
236277,5000,1,1.0,4.0,73700.0,4.0,
236355,4623,1,,,,,
236389,4610,2,2.0,1.0,30600.0,4.0,1.0
236418,4701,2,2.0,1.0,476000.0,4.0,1.0
236699,4632,4,3.0,1.0,13300.0,4.0,0.0
236725,5000,1,1.0,4.0,31760.0,4.0,
236737,4905,2,2.0,2.0,77000.0,4.0,2.0
236857,4803,1,1.0,4.0,132600.0,4.0,
236962,4627,1,0.0,6.0,39500.0,4.0,
236976,4637,5,2.0,1.0,661000.0,1.0,2.0
237132,4611,4,0.0,1.0,71540.0,1.0,2.0
237135,4622,3,1.0,3.0,50000.0,2.0,1.0
237322,4605,1,1.0,6.0,35200.0,4.0,
237374,4609,8,2.0,3.0,41000.0,3.0,1.0
237379,4628,1,,,,,
237439,4617,2,2.0,1.0,0.0,4.0,0.0
237495,4616,3,2.0,1.0,115000.0,4.0,2.0
237504,4628,2,2.0,1.0,117000.0,4.0,2.0
237517,4625,2,2.0,1.0,42000.0,4.0,0.0
237556,4616,4,1.0,3.0,160000.0,2.0,1.0
237655,4624,0,,,,,
237669,4629,1,0.0,6.0,15800.0,4.0,
237694,4605,1,1.0,6.0,26020.0,4.0,
237748,4627,1,1.0,6.0,45000.0,4.0,
237798,4701,1,,,,,
237911,4607,1,0.0,4.0,8800.0,4.0,
237920,4905,3,2.0,1.0,112000.0,4.0,2.0
237941,4904,2,2.0,1.0,142000.0,4.0,2.0
238009,4628,2,2.0,1.0,55000.0,4.0,2.0
238037,4905,4,2.0,1.0,140000.0,1.0,2.0
238061,4618,4,3.0,1.0,57100.0,4.0,3.0
238156,4636,5,1.0,1.0,153000.0,2.0,2.0
238303,4609,3,3.0,2.0,84000.0,4.0,3.0
238475,4905,2,1.0,1.0,33600.0,4.0,1.0
238476,4901,2,2.0,3.0,60100.0,4.0,2.0
238523,5000,2,3.0,1.0,185000.0,4.0,1.0
238559,4620,3,2.0,1.0,56200.0,1.0,1.0
238675,4619,5,2.0,1.0,59000.0,1.0,1.0
238701,4701,1,1.0,4.0,12200.0,4.0,
238868,4638,2,2.0,3.0,27600.0,4.0,1.0
238914,4400,1,,,,,
238967,4701,0,,,,,
239004,4616,2,2.0,1.0,101000.0,4.0,2.0
239034,5000,3,2.0,1.0,29200.0,4.0,1.0
239134,4604,5,2.0,1.0,9000.0,3.0,1.0
239231,4601,4,2.0,1.0,78400.0,3.0,2.0
239355,4902,2,2.0,1.0,206000.0,4.0,2.0
239426,4630,4,1.0,3.0,29000.0,2.0,2.0
239600,4629,1,1.0,6.0,60000.0,4.0,
239637,4802,1,1.0,6.0,17500.0,4.0,
239639,5000,3,2.0,2.0,18500.0,1.0,1.0
239727,4609,1,1.0,6.0,11000.0,4.0,
239735,4701,0,,,,,
239756,4622,2,2.0,1.0,70000.0,4.0,1.0
239823,4625,2,2.0,1.0,186000.0,4.0,2.0
239873,4634,2,2.0,2.0,112000.0,4.0,2.0
239895,4904,1,1.0,4.0,30500.0,4.0,
239935,4627,2,2.0,1.0,20600.0,4.0,0.0
240056,4905,2,1.0,5.0,25400.0,4.0,
240219,4631,1,1.0,4.0,22800.0,4.0,
240307,4904,1,1.0,6.0,85000.0,4.0,
240371,4905,4,3.0,1.0,150000.0,2.0,2.0
240445,5000,2,2.0,3.0,68670.0,4.0,1.0
240515,4400,1,,,,,
240745,4612,1,,,,,
240755,4901,6,2.0,1.0,113000.0,3.0,2.0
240783,4501,1,,,,,
240813,4622,2,0.0,3.0,0.0,1.0,0.0
240832,4400,1,,,,,
240897,4501,1,,,,,
240915,4802,5,0.0,1.0,122000.0,2.0,2.0
240948,4622,5,1.0,1.0,51700.0,3.0,2.0
240990,4638,2,2.0,5.0,58900.0,4.0,
240993,4616,4,3.0,1.0,77400.0,4.0,2.0
240997,4620,4,3.0,1.0,153000.0,4.0,3.0
241014,4614,1,0.0,6.0,22000.0,4.0,
241066,4613,2,2.0,1.0,212200.0,4.0,2.0
241112,4503,2,2.0,1.0,40500.0,4.0,1.0
241163,4503,2,2.0,1.0,200200.0,4.0,2.0
241303,4615,5,2.0,1.0,370000.0,3.0,2.0
241319,4904,2,2.0,3.0,33400.0,4.0,1.0
241365,4501,3,3.0,1.0,33000.0,4.0,3.0
241402,4627,4,3.0,2.0,123500.0,2.0,2.0
241448,4616,2,1.0,1.0,104500.0,4.0,1.0
241500,4803,3,3.0,1.0,155200.0,4.0,3.0
241548,4619,0,,,,,
241553,4621,2,3.0,5.0,170000.0,4.0,
241566,4614,1,,,,,
241633,5000,1,,,,,
241649,4638,2,1.0,3.0,35000.0,2.0,1.0
241753,5000,1,,,,,
241758,4802,1,,,,,
241774,4606,2,2.0,1.0,77500.0,4.0,1.0
241794,4903,5,2.0,1.0,50490.0,3.0,2.0
