SERIALNO,PUMA,NP,VEH,HHT,HINCP,HUPAC,WIF
1058374,4637,1,1.0,4.0,245000.0,4.0,
1058464,4603,2,2.0,7.0,0.0,4.0,
1058502,4901,2,2.0,1.0,163600.0,4.0,0.0
1058527,4504,2,2.0,1.0,32500.0,4.0,0.0
1058543,4603,0,,,,,
1058719,4609,4,1.0,3.0,46300.0,4.0,2.0
1058721,4604,3,2.0,1.0,581000.0,2.0,2.0
1058769,5000,1,,,,,
1058827,4601,1,1.0,6.0,65000.0,4.0,
1058953,4625,4,2.0,1.0,86000.0,2.0,2.0
1059000,4621,1,1.0,6.0,45000.0,4.0,
1059086,4701,2,2.0,3.0,56710.0,4.0,1.0
1059097,4905,5,2.0,1.0,451000.0,2.0,1.0
1059131,4621,2,2.0,1.0,104000.0,4.0,1.0
1059167,4631,2,2.0,1.0,92000.0,4.0,2.0
1059240,5000,0,,,,,
1059270,4902,3,3.0,1.0,23900.0,4.0,2.0
1059277,4625,2,1.0,1.0,65800.0,4.0,0.0
1059294,4634,1,1.0,6.0,10800.0,4.0,
